Label,Date,ID_main,youTube,timeStamp,Speaker,French,party,seconds,english,floor
736,2016-02-23,2016 02 23 5,https://youtu.be/qL1EDVxuGt8,15M 23S,"Hon. Kevin Sorenson (Battle River—Crowfoot, CPC)",0,CPC,10.49,"When the global recession hit, we provided a low-tax plan and economic stimulus, infrastructure, and other things to keep Canadians working. ","When the global recession hit, we provided a low-tax plan and economic stimulus, infrastructure, and other things to keep Canadians working. "
737,2016-02-23,2016 02 23 6,https://youtu.be/-WGynp9IcP4,31M 2S,"Hon. Marc Garneau (Minister of Transport, Lib.)",0,LIB,18.39,"Mr. Speaker, I am delighted with the great news that came out last week concerning the fact that Air Canada decided to purchase 45 CSeries jets, and possibly 30 more, and that it will be undertaking the maintenance of those aircraft in Quebec for the next 20 years at least.","Mr. Speaker, I am delighted with the great news that came out last week concerning the fact that Air Canada decided to purchase 45 CSeries jets, and possibly 30 more, and that it will be undertaking the maintenance of those aircraft in Quebec for the next 20 years at least."
738,2016-02-23,2016 02 23 7,https://youtu.be/rsOIn1mcOq4,32M 3S,"Hon. Erin O'Toole (Durham, CPC)",0,CPC,8.52,"Why has the minister misled Canadians and, more important, why has he offered false hope to those families for the purposes of a photo op?","Why has the minister misled Canadians and, more important, why has he offered false hope to those families for the purposes of a photo op?"
739,2016-02-23,2016 02 23 8,https://youtu.be/PXYBi1026L4,35M 41S,"M. Jacques Gourde (Lévis—Lotbinière, PCC)",1,CPC,4.57,How can the Prime Minister justify this obvious conflict of interest?,Comment le premier ministre peut-il justifier ce conflit d'intérêt flagrant?
740,2016-02-23,2016 02 23 9,https://youtu.be/ChgYI0WuX6s,35M 47S,"L'hon. Dominic LeBlanc (leader du gouvernement à la Chambre des communes, Lib.)",1,LIB,8.1,"Mr. Speaker, when we want advice on conflict of interest matters, we go directly to the Conflict of Interest and Ethics Commissioner, Ms. Dawson,","Monsieur le Président, nos conseils en ce qui a trait aux conflits d'intérêts viendront de la commissaire aux conflits d'intérêts et à l'éthique, Mme Dawson."
741,2016-02-18,2016 02 18 0,https://youtu.be/HtIl4XMQUa8,1M 38S,"Hon. Rona Ambrose (Leader of the Opposition, CPC)",1,CPC,4.22,"Instead, the Prime Minister is refusing to support energy east.","Au lieu de cela, le premier ministre refuse d'appuyer Énergie Est."
742,2016-02-18,2016 02 18 1,https://youtu.be/AYdC1qcnKXc,11M 1S,"Hon. Lisa Raitt (Milton, CPC)",0,CPC,5.25,"Is the minister just making this up as he goes along, or is he actually going to execute on the letter from the Prime Minister?","Is the minister just making this up as he goes along, or is he actually going to execute on the letter from the Prime Minister?"
743,2016-02-18,2016 02 18 2,https://youtu.be/dNdPuYNCwhw,14M 10S,"Hon. Navdeep Bains (Minister of Innovation, Science and Economic Development, Lib.)",0,LIB,6.47,"I was there most recently making investments in the Canadian Space Agency, and Quartier de l'innovation in Montreal.","I was there most recently making investments in the Canadian Space Agency, and Quartier de l'innovation in Montreal."
744,2016-02-18,2016 02 18 3,https://youtu.be/kYID-8f0B3E,15M 1S,"Hon. Navdeep Bains (Minister of Innovation, Science and Economic Development, Lib.)",0,LIB,4.29,"Mr. Speaker, this government has a plan, and we articulated that plan during the campaign.","Mr. Speaker, this government has a plan, and we articulated that plan during the campaign."
745,2016-02-18,2016 02 18 4,https://youtu.be/J7AYx0XW5_Q,17M 11S,"Mr. Phil McColeman (Brantford—Brant, CPC)",0,CPC,3.13,"If not, what was the point of the mandate letter?","If not, what was the point of the mandate letter?"
746,2016-02-18,2016 02 18 5,https://youtu.be/z-Zm7tdQNcI,22M 17S,"Mr. Andrew Scheer (Regina—Qu'Appelle, CPC)",0,CPC,4.36,"Mr. Speaker, yesterday the Minister of Finance dismissed the concerns of Saskatchewan and Alberta.","Mr. Speaker, yesterday the Minister of Finance dismissed the concerns of Saskatchewan and Alberta."
747,2016-02-18,2016 02 18 6,https://youtu.be/zohaNfnp5RI,25M 52S,"Hon. Jane Philpott (Minister of Health, Lib.)",0,LIB,7.22,We will work together to reach new agreements as to what the health care system needs to meet the needs of Canadians.,We will work together to reach new agreements as to what the health care system needs to meet the needs of Canadians.
748,2016-02-18,2016 02 18 7,https://youtu.be/oR6wLspXPcI,28M 37S,"Hon. Candice Bergen (Portage—Lisgar, CPC)",0,CPC,6.4,Folks in New Brunswick and Quebec are offended that foreign oil is being given better treatment than Canadian oil.,Folks in New Brunswick and Quebec are offended that foreign oil is being given better treatment than Canadian oil.
749,2016-02-18,2016 02 18 8,https://youtu.be/Q7kngSP1BOA,37M 50S,"Mrs. Cheryl Gallant (Renfrew—Nipissing—Pembroke, CPC)",0,CPC,6.06, Yesterday we learned that the Liberals have already withdrawn the CF-18 air cover for our troops on the ground., Yesterday we learned that the Liberals have already withdrawn the CF-18 air cover for our troops on the ground.
750,2016-02-18,2016 02 18 9,https://youtu.be/bVYfztVYsrI,42M 52S,"Mr. Pierre Breton (Shefford, Lib.)",1,LIB,5.11,"Furthermore, the industry is a leader when it comes to environmental concerns.","De plus, l'industrie est chef de file en ce qui a trait aux préoccupations environnementales."
751,2016-02-05,2016 02 05 0,https://youtu.be/ZjfwAlyS3Fo,1M 43S,"Hon. K. Kellie Leitch (Simcoe—Grey, CPC)",1,CPC,8.04, Why does the government want to impose artificial limits on Canada's fight against terrorism?, Pourquoi le gouvernement veut-il imposer de fausses limites à la lutte canadienne contre le terrorisme?
752,2016-02-05,2016 02 05 1,https://youtu.be/nJd6qgdJSPY,2M 48S,"Hon. K. Kellie Leitch (Simcoe—Grey, CPC)",0,CPC,10.49,"By including this funding as part of an anti-ISIS plan, is the Liberal government saying that the Israeli-Palestinian conflict is a root cause of the rise of ISIS?","By including this funding as part of an anti-ISIS plan, is the Liberal government saying that the Israeli-Palestinian conflict is a root cause of the rise of ISIS?"
753,2016-02-05,2016 02 05 2,https://youtu.be/VFLwDtwWU5s,13M 24S,"Mrs. Cheryl Gallant (Renfrew—Nipissing—Pembroke, CPC)",0,CPC,12.05,What plans does the FedNor minister have to conduct open public consultations and public hearings as part of the Competition Act review of this transaction?,What plans does the FedNor minister have to conduct open public consultations and public hearings as part of the Competition Act review of this transaction?
754,2016-02-05,2016 02 05 3,https://youtu.be/xfWghN1RTIw,14M 16S,"Mrs. Cheryl Gallant (Renfrew—Nipissing—Pembroke, CPC)",0,CPC,13.35,"Mr. Speaker, Hydro One will continue to gouge customers, especially seniors, while Brookfield, the parent company of Great Lakes Power, rakes in record profits on the backs of those on fixed incomes.","Mr. Speaker, Hydro One will continue to gouge customers, especially seniors, while Brookfield, the parent company of Great Lakes Power, rakes in record profits on the backs of those on fixed incomes."
755,2016-02-05,2016 02 05 4,https://youtu.be/U5RH5krfzlg,17M 46S,"Hon. Marc Garneau (Minister of Transport, Lib.)",0,LIB,3,That is the proper approach for this government to take.,That is the proper approach for this government to take.
756,2016-02-05,2016 02 05 5,https://youtu.be/TWIcKNePWno,17M 47S,"Mr. Randall Garrison (Esquimalt—Saanich—Sooke, NDP)",0,NDP,7.29," Mr. Speaker, on page 71 of their platform, the Liberals promised that if they became the government, they would “end Canada's combat mission in Iraq”."," Mr. Speaker, on page 71 of their platform, the Liberals promised that if they became the government, they would “end Canada's combat mission in Iraq”."
757,2016-02-05,2016 02 05 6,https://youtu.be/pCQ6cCmEupo,22M 49S,"Hon. Marc Garneau (Minister of Transport, Lib.):",0,LIB,7.43,"When he met with the Premier of Alberta, he undertook to fast-track $700 million worth of infrastructure.","When he met with the Premier of Alberta, he undertook to fast-track $700 million worth of infrastructure."
758,2016-02-05,2016 02 05 7,https://youtu.be/TQcsy-vBr0M,44M 28S,"M. Gabriel Ste-Marie (Joliette, BQ)",1,BQ,9.13,Why is the government so eager to free up money for Alberta and so slow to do so for the pride of Quebec's economy?,Comment se fait-il que le gouvernement se montre si empressé pour débloquer de l'argent en Alberta et si lent pour le fleuron de l'économie québécoise?
759,2016-02-05,2016 02 05 8,https://youtu.be/99iQhhP7AUI,44M 58S,"Mr. Greg Fergus (Parliamentary Secretary to the Minister of Innovation, Science and Economic Development, Lib.)",1,LIB,14.44,"However, we recognize that the aerospace sector is a very important industry that relies heavily on exports and employs over 180,000 Canadians. It is very important—","Toutefois, nous reconnaissons que l'industrie aérospatiale est une industrie très importante axée sur l'exportation, qui emploie plus de 180 000 Canadiens, et c'est très important..."
760,2016-02-05,2016 02 05 9,https://youtu.be/gjcVnGc0QFw,45M 37S,"Mr. Luc Thériault (Montcalm, BQ)",1,BQ,45.25,The question is simple. When will the government stand up for Quebec's economy?, La question est simple: quand va-t-on défendre l'économie du Québec?
761,2016-02-02,2016 02 02 0,https://youtu.be/os_EQxNRVtg,7M 50S,"Right Hon. Justin Trudeau (Prime Minister, Lib.)",0,LIB,5.53,"It is actually important to follow up on them, give the tools to get things done, and execute them responsibly.","It is actually important to follow up on them, give the tools to get things done, and execute them responsibly."
762,2016-02-02,2016 02 02 1,https://youtu.be/ZXRlV9NaSB0,9M 31S,"Ms. Brigitte Sansoucy (Saint-Hyacinthe—Bagot, NDP)",1,NDP,6.41,"Because the agency is understaffed, high risk parcels are leaving the country without even being examined.","Par manque de personnel, des colis à haut risque quittent le pays sans même être examinés."
763,2016-02-02,2016 02 02 2,https://youtu.be/jqvv6Vx38sA,20M 5S,"Hon. Lisa Raitt (Milton, CPC)",0,CPC,8.45,"Maybe the Liberals should check their snapshot when they came in November, because I am pretty sure it was in the black, not in the red, where they will drag it after the end of this fiscal year.","Maybe the Liberals should check their snapshot when they came in November, because I am pretty sure it was in the black, not in the red, where they will drag it after the end of this fiscal year."
764,2016-02-02,2016 02 02 3,https://youtu.be/hGequ5OjGFc,24M 36S,"Mme Hélène Laverdière (Laurier—Sainte-Marie, NPD)",1,NDP,4.29,Will he increase the number of Canadian troops on the ground?,Va-t-il augmenter le nombre de troupes canadiennes au sol?
765,2016-02-02,2016 02 02 4,https://youtu.be/02nbOJsWpMI,27M 55S,"Mr. James Bezan (Selkirk—Interlake—Eastman, CPC)",0,CPC,5.53,"Mr. Speaker, yesterday the defence minister said our past military activity was a mistake.","Mr. Speaker, yesterday the defence minister said our past military activity was a mistake."
766,2016-02-02,2016 02 02 5,https://youtu.be/8TmYZekUwlk,30M 23S,"Hon. Peter Kent (Thornhill, CPC)",0,CPC,5.24,The MP for Etobicoke Centre called for lethal weapon aid for Ukraine.,The MP for Etobicoke Centre called for lethal weapon aid for Ukraine.
767,2016-02-02,2016 02 02 6,https://youtu.be/u1V6Wz3gexg,31M 37S,"Mme Ruth Ellen Brosseau (Berthier—Maskinongé, NPD)",1,NDP,4.08,The government is going to sign the trans-Pacific partnership agreement tomorrow.,Le gouvernement va signer le Partenariat transpacifique demain. 
768,2016-02-02,2016 02 02 7,https://youtu.be/nnvHLSAxljk,31M 55S,"Hon. Lawrence MacAulay (Minister of Agriculture and Agri-Food, Lib.)",0,LIB,5.32,"Mr. Speaker, the government is engaged with industry stakeholders on the outcome of the TPP.","Mr. Speaker, the government is engaged with industry stakeholders on the outcome of the TPP."
769,2016-02-02,2016 02 02 8,https://youtu.be/wKadeZslAJc,38M 41S,"Hon. Carolyn Bennett (Minister of Indigenous and Northern Affairs, Lib.):  ",0,LIB,6.13,We will work with first nations and achieve the goal of transparency and accountability with them.,We will work with first nations and achieve the goal of transparency and accountability with them.
770,2016-02-02,2016 02 02 9,https://youtu.be/B2Vp7Evj1M0,39M 41S,"Hon. Judy Foote (Minister of Public Services and Procurement, Lib.)",0,LIB,6.4,"Mr. Speaker, the government takes the health and safety of all of its workers seriously and, in fact, of any visitors to our buildings. ","Mr. Speaker, the government takes the health and safety of all of its workers seriously and, in fact, of any visitors to our buildings. "
771,2016-01-28,2016 01 28 0,https://youtu.be/g9o36Td-FW0,5S,"Mr. Andrew Scheer (Regina—Qu'Appelle, CPC)",0,CPC,6.13,"Mr. Speaker, our Conservative Party oversaw the approval of four major pipeline projects that created jobs in every region.","Mr. Speaker, our Conservative Party oversaw the approval of four major pipeline projects that created jobs in every region."
772,2016-01-28,2016 01 28 1,https://youtu.be/wSAPsxwvYcs,1M 49S,"Right Hon. Justin Trudeau (Prime Minister, Lib.)",0,LIB,11.17,Not only did Canadians vote against those policies in the last election but we will vote against those policies today in the House of Commons.,Not only did Canadians vote against those policies in the last election but we will vote against those policies today in the House of Commons.
773,2016-01-28,2016 01 28 2,https://youtu.be/khsYryE1W4c,1M 50S,"M. Andrew Scheer (Regina—Qu'Appelle, PCC)",1,CPC,6.41,"   Mr. Speaker, we cannot create jobs by inventing new barriers and new obstacles.","Monsieur le Président, on ne peut pas créer d'emplois en inventant de nouveaux obstacles et de nouvelles barrières."
774,2016-01-28,2016 01 28 3,https://youtu.be/RvQZ-5qscig,6M 33S,"Right Hon. Justin Trudeau (Prime Minister, Lib.)",0,LIB,4.5,"Therefore, we will be signing it as a way to consider it through ratification.","Therefore, we will be signing it as a way to consider it through ratification."
775,2016-01-28,2016 01 28 4,https://youtu.be/bPKrxE24T5o,15M 22S,"Hon. MaryAnn Mihychuk (Minister of Employment, Workforce Development and Labour, Lib.)",0,LIB,15.26,"In this case, we are looking at a bill that was put together that attacks the labour movement.","In this case, we are looking at a bill that was put together that attacks the labour movement."
776,2016-01-28,2016 01 28 5,https://youtu.be/9UKbcag9kds,32M 15S,"Mr. Bob Saroya (Markham—Unionville, CPC)",0,CPC,13.49,"Can the minister confirm if in fact in London, Ontario, one of the hotels in which these refugees are being housed is located next door to a gentlemen's club, which features exotic dancers?","Can the minister confirm if in fact in London, Ontario, one of the hotels in which these refugees are being housed is located next door to a gentlemen's club, which features exotic dancers?"
777,2016-01-28,2016 01 28 6,https://youtu.be/2e2qy4y3Gno,32M 57S,"Hon. John McCallum (Minister of Immigration, Refugees and Citizenship, Lib.)",0,LIB,3.13,The tiny room I had in Lebanon was not safe....,The tiny room I had in Lebanon was not safe....
778,2016-01-28,2016 01 28 7,https://youtu.be/oSL0x5fnPTQ,40M 30S,"Hon. Diane Lebouthillier (Minister of National Revenue, Lib.)",1,LIB,3.41,I thank my colleague from Northwest Territories for the question.,Je remercie mon collègue de Territoires du Nord-Ouest de sa question.
779,2016-01-28,2016 01 28 8,https://youtu.be/UQrHmiGXmy8,41M 39S,"Hon. Diane Lebouthillier (Minister of National Revenue, Lib.)",1,LIB,7.29, During the election we campaigned on increasing the deduction for northern residents. It is a priority.,"Tel que stipulé lors de la campagne électorale, la hausse de la déduction pour les habitants de régions éloignées est une priorité."
780,2016-01-28,2016 01 28 9,https://youtu.be/HF41q20rwbs,45M 25S,"Hon. Maryam Monsef (Minister of Democratic Institutions, Lib.)",0,LIB,20.43,"The new independent, non-partisan, merit-based, open and transparent process we have introduced is in the capable hands of nine of eminent Canadians who make up the advisory board, individuals like Dr. Dawn Lavell-Harvard, president of the Native Women's Association of Canada. ","The new independent, non-partisan, merit-based, open and transparent process we have introduced is in the capable hands of nine of eminent Canadians who make up the advisory board, individuals like Dr. Dawn Lavell-Harvard, president of the Native Women's Association of Canada. "
781,2016-01-25,2016 01 25 0,https://youtu.be/yl-X_bj-EnI,29S,"Right Hon. Justin Trudeau (Prime Minister, Lib.)",0,LIB,11.44,"Mr. Speaker, I would like to thank the member opposite for her heartfelt words and indeed add to them personally that the entire government and indeed the country stands with the community of La Loche.","Mr. Speaker, I would like to thank the member opposite for her heartfelt words and indeed add to them personally that the entire government and indeed the country stands with the community of La Loche."
782,2016-01-25,2016 01 25 1,https://youtu.be/BH2cSqAuP1g,4M 40S,"Right Hon. Justin Trudeau (Prime Minister, Lib.)",1,LIB,16.48,"We were elected on a platform to invest in Canada to ensure a stronger future, create the growth that has been lacking for 10 years now, and create jobs for the middle class and all those who want to join it."," Nous nous sommes fait élire grâce à une plateforme visant à faire des investissements au Canada afin d'assurer un avenir plus fort, de créer une croissance manquante depuis 10 ans et de donner des emplois à la classe moyenne et à tous ceux qui veulent s'y joindre."
783,2016-01-25,2016 01 25 2,https://youtu.be/LAGSSoibyn0,12M 15S,"Hon. Jim Carr (Minister of Natural Resources, Lib.)",0,LIB,12.33,"We are talking to Canadians now, and what comes after these consultations will be Canadians' confidence in delivering these resources to market in a sustainable way.","We are talking to Canadians now, and what comes after these consultations will be Canadians' confidence in delivering these resources to market in a sustainable way."
784,2016-01-25,2016 01 25 3,https://youtu.be/JerX1yOy1xI,13M 27S,"Hon. Jim Carr (Minister of Natural Resources, Lib.)",0,LIB,11.17,"However, after we get through with a consultation process that has substance, includes indigenous peoples, and understands environmental issues, we will have a better chance than that government had.","However, after we get through with a consultation process that has substance, includes indigenous peoples, and understands environmental issues, we will have a better chance than that government had."
785,2016-01-25,2016 01 25 4,https://youtu.be/LjnMSRDZVuU,19M 27S,"Hon. Jim Carr (Minister of Natural Resources, Lib.)",0,LIB,4.15,"That is the way we develop public confidence, and that is exactly what we are doing.","That is the way we develop public confidence, and that is exactly what we are doing."
786,2016-01-25,2016 01 25 5,https://youtu.be/S-lqYn1NmbY,24M 48S,"Mr. Joël Godin (Portneuf—Jacques-Cartier, CPC)",1,CPC,4.08,His call to the husband of one of the victims was not worthy of a prime minister.,L'appel logé au conjoint d'une des victimes n'est pas digne d'un chef d'État.
787,2016-01-25,2016 01 25 6,https://youtu.be/ArgyGi-Qe6U,28M 52S,"Hon. Jane Philpott (Minister of Health, Lib.):  ",0,LIB,18.53,"Mr. Speaker, I have just met with my provincial and territorial colleagues and have reiterated to them that our government fully supports the principles of the Canada Health Act, which are meant to ensure that all Canadians have reasonable access to medically necessary care based upon need and not based upon the ability to pay.","Mr. Speaker, I have just met with my provincial and territorial colleagues and have reiterated to them that our government fully supports the principles of the Canada Health Act, which are meant to ensure that all Canadians have reasonable access to medically necessary care based upon need and not based upon the ability to pay."
788,2016-01-25,2016 01 25 7,https://youtu.be/rBAr7p-UPN4,29M 1S,"Hon. Jane Philpott (Minister of Health, Lib.)",0,LIB,4.22,I am committed to working with my provincial and territorial colleagues to uphold the Canada Health Act.,I am committed to working with my provincial and territorial colleagues to uphold the Canada Health Act.
789,2016-01-25,2016 01 25 8,https://youtu.be/x9A8ZtUx0-U,33M 32S,"Mr. Chris Warkentin (Grande Prairie—Mackenzie, CPC)",0,CPC,5.03,How can he justify her hiring and how can he justify this blatant conflict of interest?,How can he justify her hiring and how can he justify this blatant conflict of interest?
790,2016-01-25,2016 01 25 9,https://youtu.be/uzH587vEpKw,40M 29S,"Hon. Maryam Monsef (Minister of Democratic Institutions, Lib.)",0,LIB,14.17,"I would like to take this opportunity to remind the members of this House that 100 years ago this week, the women of Manitoba secured the right to vote for women, and that is worthy of celebration.","I would like to take this opportunity to remind the members of this House that 100 years ago this week, the women of Manitoba secured the right to vote for women, and that is worthy of celebration."
791,2015-12-09,2015 12 09 0,https://youtu.be/HKhFKss7eV0,6M 33S,"Right Hon. Justin Trudeau (Prime Minister, Lib.)",0,LIB,16.21,"We encourage all members in the House to do that because it is a reflection of what Canadians asked for right across the country: investments in our future and in our communities, and help for the middle class by lowering taxes on the middle class and raising them for the wealthiest 1%.","We encourage all members in the House to do that because it is a reflection of what Canadians asked for right across the country: investments in our future and in our communities, and help for the middle class by lowering taxes on the middle class and raising them for the wealthiest 1%."
792,2015-12-09,2015 12 09 1,https://youtu.be/u0CKgP5zBIY,10M 56S,"Hon. Bill Morneau (Minister of Finance, Lib.)",0,LIB,4.43,"Mr. Speaker, we find ourselves in a more challenging situation than we expected. ","Mr. Speaker, we find ourselves in a more challenging situation than we expected. "
793,2015-12-09,2015 12 09 2,https://youtu.be/SspTSfD-dSU,11M 56S,"Hon. Lisa Raitt (Milton, CPC)",0,CPC,11.3,"However, lo and behold, the Minister of Finance is going to fill that gap by taxing small businesses, the veterinarians, the chiropractors, the doctors, the dentists, and seniors, through the TFSA.","However, lo and behold, the Minister of Finance is going to fill that gap by taxing small businesses, the veterinarians, the chiropractors, the doctors, the dentists, and seniors, through the TFSA."
794,2015-12-09,2015 12 09 3,https://youtu.be/1y_QyJkE3GI,15M 15S,"Mr. Phil McColeman (Brantford—Brant, CPC)",0,LIB,8.18," Mr. Speaker, the Liberals promised Canadians a revenue-neutral tax cut, made possible by taxing high earners."," Mr. Speaker, the Liberals promised Canadians a revenue-neutral tax cut, made possible by taxing high earners."
795,2015-12-09,2015 12 09 4,https://youtu.be/a-WN72oQypk,24M 45S,"Mr. Alistair MacGregor (Cowichan—Malahat—Langford, NDP)",0,NDP,5.52,When will the government implement its promise to lift seniors out of poverty?,When will the government implement its promise to lift seniors out of poverty?
796,2015-12-09,2015 12 09 5,https://youtu.be/WupbVoxowbI,26M 12S,"Hon. Navdeep Bains (Minister of Innovation, Science and Economic Development, Lib.)",0,LIB,9.4,"However, I would welcome and support a decision by U.S. Steel to disclose the terms of the settlement in the spirit of openness and transparency, like the example set by our Prime Minister.","However, I would welcome and support a decision by U.S. Steel to disclose the terms of the settlement in the spirit of openness and transparency, like the example set by our Prime Minister."
797,2015-12-09,2015 12 09 6,https://youtu.be/XJKKlKk7xvs,27M 1S,"Mr. Ahmed Hussen (York South—Weston, Lib.)",0,LIB,9.4,"As someone who represents a riding with many Canadians who were once refugees, I ask if the Prime Minister could please update this august House on this important national level.","As someone who represents a riding with many Canadians who were once refugees, I ask if the Prime Minister could please update this august House on this important national level."
798,2015-12-09,2015 12 09 7,https://youtu.be/i0mjGmH3scA,30M 50S,"Hon. Dominic LeBlanc (Leader of the Government in the House of Commons, Lib.)",0,LIB,2.53,He is serving Canadians in an exemplary way.,He is serving Canadians in an exemplary way.
799,2015-12-09,2015 12 09 8,https://youtu.be/LjFEigg9yHQ,35M 40S,"Hon. Jim Carr (Minister of Natural Resources, Lib.)",0,LIB,9.12,"While the prices are low, we will be modernizing the National Energy Board, so when pipelines are built, they will have the confidence of Canadians.","While the prices are low, we will be modernizing the National Energy Board, so when pipelines are built, they will have the confidence of Canadians."
800,2015-12-09,2015 12 09 9,https://youtu.be/Z1xlweHwYgA,44M 26S,"Mr. Xavier Barsalou-Duval (Pierre-Boucher—Les Patriotes—Verchères, BQ)",1,BQ,12.4," Mr. Speaker, on February 20, the Prime Minister promised the Board of Trade of Metropolitan Montreal that a Liberal government would immediately reinstate the tax credits for labour-sponsored funds in full.","Monsieur le Président, le 20 février dernier, devant la Chambre de commerce du Montréal métropolitain, le premier ministre a promis qu'un gouvernement libéral rétablirait immédiatement les crédits d'impôt pour contribution aux fonds de travailleurs, et ce, intégralement."
801,2015-12-07,2015 12 07 0,https://youtu.be/OMAr9GMril8,5M 26S,"Right Hon. Justin Trudeau (Prime Minister, Lib.)",1,LIB,5.39,"We will remain engaged in terms of our military, but we are withdrawing our fighter jets.","Nous allons continuer à rester engagé sur le plan militaire, mais nous allons retirer nos avions de chasse."
802,2015-12-07,2015 12 07 1,https://youtu.be/W_qb-wuE1tg,16M 4S,"Mr. Gérard Deltell (Louis-Saint-Laurent, CPC)",1,CPC,2.32,Why is our government neglecting Canadian entrepreneurs?,Pourquoi le gouvernement néglige-t-il les entrepreneurs canadiens?
803,2015-12-07,2015 12 07 2,https://youtu.be/7x2sZKwbP0s,17M 4S,"Mr. Phil McColeman (Brantford—Brant, CPC)",0,CPC,12.12,"Can the finance minister tell us whether he plans to eliminate tax credits for first-time homebuyers, students, apprentices, families with children in sports and arts, or all of the above?","Can the finance minister tell us whether he plans to eliminate tax credits for first-time homebuyers, students, apprentices, families with children in sports and arts, or all of the above?"
804,2015-12-07,2015 12 07 3,https://youtu.be/y6cwPgJkVco,27M 59S,"Mr. Charlie Angus (Timmins—James Bay, NDP)",0,NDP,9.47,Could the minister tell us what her timeline is for an action plan and will that action plan have clear guidelines and commitments so we can get results for these communities?,Could the minister tell us what her timeline is for an action plan and will that action plan have clear guidelines and commitments so we can get results for these communities?
805,2015-12-07,2015 12 07 4,https://youtu.be/qHqscOnEVLU,29M 9S,"Hon. Mauril Bélanger (Ottawa—Vanier, Lib.)",1,LIB,16.55,"Mr. Speaker, three times over the course of the 41st Parliament, I asked why the government of the day was still deporting citizens of Burundi.","Monsieur le Président, lors du 41e Parlement, j'ai, à trois reprises, demandé pourquoi le gouvernement de l'époque déportait encore les citoyens du Burundi."
806,2015-12-07,2015 12 07 5,https://youtu.be/M6t_dD1OjqQ,31M 13S,"Mr. James Bezan (Selkirk—Interlake—Eastman, CPC)",0,CPC,4.08,Could the Minister of National Defence tell us what he is going to be cutting to make—,Could the Minister of National Defence tell us what he is going to be cutting to make—
807,2015-12-07,2015 12 07 6,https://youtu.be/-CrCsFfrttc,31M 27S,"Hon. Harjit S. Sajjan (Minister of National Defence, Lib.)",0,LIB,5.45,"Mr. Speaker, I first want to say that it is a privilege and an honour to be standing for the first time in this honourable House.","Mr. Speaker, I first want to say that it is a privilege and an honour to be standing for the first time in this honourable House."
808,2015-12-07,2015 12 07 7,https://youtu.be/hbMorY42Dac,31M 59S,"Mr. James Bezan (Selkirk—Interlake—Eastman, CPC)",0,CPC,5.18,"Mr. Speaker, the throne speech was 1,700 words and not one of those words was “ISIS”. ","Mr. Speaker, the throne speech was 1,700 words and not one of those words was “ISIS”. "
809,2015-12-07,2015 12 07 8,https://youtu.be/QbKT1Q0_CWA,43M 38S,"Hon. Chrystia Freeland (Minister of International Trade, Lib.)",0,LIB,3.27,"We are in their corner, and if we have to retaliate we will.","We are in their corner, and if we have to retaliate we will."
810,2015-12-07,2015 12 07 9,https://youtu.be/pxxBq_7X4wQ,44M 49S,"Hon. Carolyn Bennett (Minister of Indigenous and Northern Affairs, Lib.)",0,LIB,5.59,"With political will, leadership, and partnership, nation-to-nation, we are going to get this done.","With political will, leadership, and partnership, nation-to-nation, we are going to get this done."
811,2015-06-17,2015 06 17 0,https://youtu.be/X2Xch7DHeMk,3M 42S,"Hon. Thomas Mulcair (Leader of the Opposition, NDP)",0,NDP,7.56,"Mr. Speaker, does the Prime Minister still believe that all senators meet the residency requirements to sit in the Senate?","Mr. Speaker, does the Prime Minister still believe that all senators meet the residency requirements to sit in the Senate?"
812,2015-06-17,2015 06 17 1,https://youtu.be/K96Ynv3JONA,9M 47S,"Mr. Justin Trudeau (Papineau, Lib.)",1,LIB,8.04,Why does the Prime Minister refuse to acknowledge the importance of having judges who understand our two official languages?, Pourquoi le premier ministre refuse-t-il de reconnaître l'importance d'avoir des juges qui comprennent nos deux langues officielles?
813,2015-06-17,2015 06 17 2,https://youtu.be/EP8iJAYm-Ew,11M 56S,"Right Hon. Stephen Harper (Prime Minister, CPC)",0,CPC,11.59,"Mr. Speaker, once again, as those who have investigated this have said that I am neither a participant nor a witness to any of these events, there is absolutely no reason why I would be before the court.","Mr. Speaker, once again, as those who have investigated this have said that I am neither a participant nor a witness to any of these events, there is absolutely no reason why I would be before the court."
814,2015-06-17,2015 06 17 3,https://youtu.be/ibq0fYB7oYE,20M 2S,"Right Hon. Stephen Harper (Prime Minister, CPC)",0,CPC,5.31,We have more money that is going into the pockets of our senior citizens and families.,We have more money that is going into the pockets of our senior citizens and families.
815,2015-06-17,2015 06 17 4,https://youtu.be/vvyT2PlGWx4,20M 24S,"Hon. Thomas Mulcair (Leader of the Opposition, NDP)",0,NDP,4.09,"Mr. Speaker, Canadians have already decided, and they want change.","Mr. Speaker, Canadians have already decided, and they want change."
816,2015-06-17,2015 06 17 5,https://youtu.be/bcD1dsf7jSE,31M 29S,"Hon. Pierre Poilievre (Minister of Employment and Social Development and Minister for Democratic Reform, CPC)",1,CPC,2.25,which is why they support us.,C'est la raison pour laquelle ils nous appuient.
817,2015-06-17,2015 06 17 6,https://youtu.be/2NP3ZUoaUFE,35M 44S,"Hon. Joe Oliver (Minister of Finance, CPC)",0,CPC,6.12,"Mr. Speaker, abuse of taxpayers' dollars is unacceptable and will not be tolerated by our government.","Mr. Speaker, abuse of taxpayers' dollars is unacceptable and will not be tolerated by our government."
