,IDMain,countedWords,date,english,floor,french,label,party,seconds,sentencePolarity,sentiment,speaker,timeStamp,wordPolaritySummed,youTube
848,2015 06 04 8,7,2015-06-04,"The Conservatives promised us a transparent, open and accountable government.","Les conservateurs nous avaient promis un gouvernement de transparence, d'ouverture et d'intégrité.",1,849,NDP,5.25,0.011385742475145622,0.011385742475145622,"Mr. Alexandre Boulerice (Rosemont—La Petite-Patrie, NDP)",35M 9S,0.4104273678136191,https://youtu.be/9M2GtXD475s
849,2015 06 04 9,23,2015-06-04,"Mr. Speaker, the government suspended visa applications for people from Guinea, Liberia and Sierra Leone, countries affected by the Ebola virus, in a move that was harshly criticized from the outset. ","Monsieur le Président, la suspension par le gouvernement de l'octroi de visas pour les personnes en provenance de la Guinée, du Liberia et de la Sierra Leone, pays touchés par le virus Ebola, a été vivement critiquée dès son entrée en vigueur.",1,850,NDP,12.4,0.773425235612584,-0.773425235612584,"Ms. Lysane Blanchette-Lamothe (Pierrefonds—Dollard, NDP)",43M 45S,1.1731849948742559,https://youtu.be/UjGXPurrG7M
850,2015 06 01 0,7,2015-06-01,The government will continue to fulfill its obligations as set out in the agreement.,The government will continue to fulfill its obligations as set out in the agreement.,0,851,CPC,5.52,0.3149004703331489,0.3149004703331489,"Hon. Bernard Valcourt (Minister of Aboriginal Affairs and Northern Development, CPC)",5M 25S,0.4500033211152186,https://youtu.be/JwFhYtYb9YQ
851,2015 06 01 1,19,2015-06-01,"Mr. Speaker, I believe that the report will show that we have made a significant effort to improve the situation for first nations members and aboriginal people across Canada.","Monsieur le Président, je crois que le compte rendu va démontrer qu'on a fait des efforts significatifs pour améliorer la situation des membres des Premières Nations et des Autochtones, où qu'ils soient au Canada.",1,852,CPC,14.09,0.49233617940002916,0.49233617940002916,"L’hon. Bernard Valcourt (ministre des Affaires autochtones et du développement du Nord canadien, PCC)",6M 6S,0.7660011241969187,https://youtu.be/wZhnAZz15Xg
852,2015 06 01 2,12,2015-06-01,"This government introduced voluntary savings plans, but Canadians still do not have enough money for their retirement.","Ce gouvernement a mis en place des programmes volontaires d'épargne, mais les Canadiens n'ont toujours pas assez d'épargnes pour leur retraite.",1,853,LIB,9.33,0.07906607106373745,0.07906607106373745,"Hon. John McCallum (Markham—Unionville, Lib.)",8M 27S,0.6206755264980269,https://youtu.be/Rye14DkK-MM
853,2015 06 01 3,38,2015-06-01,"While training and procurement are matters that fall under the direct purview of the RCMP, our government supports Canada's law enforcement agencies with legislative tools, resources like we find in budget 2015, that the member could support, which they need to get the job done, fighting crime and ensuring the safety and security of our communities.","While training and procurement are matters that fall under the direct purview of the RCMP, our government supports Canada's law enforcement agencies with legislative tools, resources like we find in budget 2015, that the member could support, which they need to get the job done, fighting crime and ensuring the safety and security of our communities.",0,854,CPC,22.13,1.2587678948184478,1.2587678948184478,"Hon. Steven Blaney (Minister of Public Safety and Emergency Preparedness, CPC)",13M 60S,2.050178997700901,https://youtu.be/Bzf22jXySrM
854,2015 06 01 4,13,2015-06-01, We are on the eve of a new Auditor General report that could put 14 senators in jail., We are on the eve of a new Auditor General report that could put 14 senators in jail.,0,855,NDP,5.11,0.08926429767494223,-0.08926429767494223,"Mr. Charlie Angus (Timmins—James Bay, NDP)",21M 2S,0.37744528372838565,https://youtu.be/UGOQt9vFlCY
855,2015 06 01 5,8,2015-06-01,"Mr. Speaker, this is a further indication of global economic uncertainty—","Mr. Speaker, this is a further indication of global economic uncertainty—",0,856,CPC,4.5,0.11863133608130737,-0.11863133608130737,"Hon. Joe Oliver (Minister of Finance, CPC)",22M 57S,0.4129523390521561,https://youtu.be/-AD3cgkW-B4
856,2015 06 01 6,22,2015-06-01," Mr. Speaker, the export contract that the member refers to is the largest in Canadian history and will create and sustain more than 3,000 direct jobs in southwestern Ontario alone."," Mr. Speaker, the export contract that the member refers to is the largest in Canadian history and will create and sustain more than 3,000 direct jobs in southwestern Ontario alone.",0,857,CPC,12.47,0.21483432475984698,0.21483432475984698,"Hon. Ed Fast (Minister of International Trade, CPC)",38M 44S,0.7735830274946889,https://youtu.be/RV2qVffEHBc
857,2015 06 01 7,16,2015-06-01,"Immediate action is needed, but the Conservatives are stalling and refusing to commit to a timeline for the arrival of new RCMP officers in Surrey.","Immediate action is needed, but the Conservatives are stalling and refusing to commit to a timeline for the arrival of new RCMP officers in Surrey.",0,858,NDP,9.06,0.15644626412930468,-0.15644626412930468,"Mr. Jasbir Sandhu (Surrey North, NDP)",40M 53S,0.8339411051500585,https://youtu.be/Ga2FvpPJbEg
858,2015 06 01 8,24,2015-06-01,I am proud to stand up with members who are supportive of preventing gang violence in Surrey with programs that have proven efficient and who work with the Government of British Columbia and the school board.,I am proud to stand up with members who are supportive of preventing gang violence in Surrey with programs that have proven efficient and who work with the Government of British Columbia and the school board.,0,859,CPC,13.35,0.5775785758794103,0.5775785758794103,"Hon. Steven Blaney (Minister of Public Safety and Emergency Preparedness, CPC)",42M 36S,1.211269045977263,https://youtu.be/69QerQpeVMs
859,2015 06 01 9,17,2015-06-01,"We have been able to reduce backlogs everywhere, but there are some cases that are more complicated. They should be dealt with privately and not publicly in the House.","Nous avons réussi à réduire les arriérés partout, mais il y a des cas plus compliqués, et il faut en parler en personne et non pas en public à la Chambre.",1,860,CPC,10.42,0.33544338158597903,-0.33544338158597903,"Hon. Chris Alexander (Minister of Citizenship and Immigration, CPC)",50M 29S,0.9185628313259386,https://youtu.be/5bU4abvBJQE
860,2015 05 27 0,4,2015-05-27,Five separate drafts were concocted.,Five separate drafts were concocted.,0,861,NDP,2.39,0.11804432914193186,-0.11804432914193186,"Hon. Thomas Mulcair (Leader of the Opposition, NDP)",1M 10S,0.2179010147228837,https://youtu.be/U1GOTEjCXP0
861,2015 05 27 1,8,2015-05-27,When will the Prime Minister order the full Duffy audit released?,When will the Prime Minister order the full Duffy audit released?,0,862,NDP,4.36,0.07351764532463029,0.07351764532463029,"Hon. Thomas Mulcair (Leader of the Opposition, NDP)",1M 19S,0.452759075762255,https://youtu.be/B2e8xqRsOb8
862,2015 05 27 2,15,2015-05-27,What we will not do is reach into the pockets of Canadians with a mandatory payroll tax and take money out of their pockets.,What we will not do is reach into the pockets of Canadians with a mandatory payroll tax and take money out of their pockets.,0,863,CPC,9.06,0.2925572129263726,-0.2925572129263726,"Hon. Kevin Sorenson (Minister of State (Finance), CPC)",9M 55S,0.6269490025370033,https://youtu.be/w7_4Lo9Pz0k
863,2015 05 27 3,13,2015-05-27,"Mr. Speaker, it is pathetic to hear a New Democrat claim the Liberals' immigration policy was a model."," Monsieur le Président, c'est pitoyable d'écouter une néo-démocrate qui prétend que le bilan libéral en matière d'immigration était un modèle.",1,864,CPC,10.36,0.2962637887768715,-0.2962637887768715,"Hon. Chris Alexander (Minister of Citizenship and Immigration, CPC)",14M 4S,0.8351985935421129,https://youtu.be/XSqC8Objj0k
864,2015 05 27 4,12,2015-05-27,"Mr. Speaker, the Auditor General has shown that the nutrition north criteria are not fair or accessible.","Mr. Speaker, the Auditor General has shown that the nutrition north criteria are not fair or accessible.",0,865,NDP,6.48,0.385093471167368,0.385093471167368,"Mr. Dennis Bevington (Northwest Territories, NDP)",17M 44S,0.6062877595967231,https://youtu.be/uGWDxwT_JuA
865,2015 05 27 5,14,2015-05-27," Mr. Speaker, I cannot help but add that if they were able to impose this carbon tax, it would be even colder. "," Mr. Speaker, I cannot help but add that if they were able to impose this carbon tax, it would be even colder. ",0,866,CPC,10.15,0.23717106926051199,-0.23717106926051199,"Hon. Bernard Valcourt (Minister of Aboriginal Affairs and Northern Development, CPC)",18M 20S,0.9493398538252222,https://youtu.be/wnyfzsUCzAI
866,2015 05 27 6,16,2015-05-27," Mr. Speaker, I would just like to remind everyone that Canada Post made nearly $200 million in profits last year alone.","Monsieur le Président, j'aimerais simplement rappeler que Postes Canada a fait presque 200 millions de dollars de profit juste l'an passé.",1,867,NDP,5.18,0.1735232641512994,0.1735232641512994,"Ms. Anne Minh-Thu Quach (Beauharnois—Salaberry, NDP)",25M 6S,0.5975768475369218,https://youtu.be/S_nlkYutwhI
867,2015 05 27 7,3,2015-05-27,That translates to 225 megatonnes.,That translates to 225 megatonnes.,0,868,CPC,3.35,0.034869944427295456,-0.034869944427295456,"Hon. Leona Aglukkaq (Minister of the Environment, Minister of the Canadian Northern Economic Development Agency and Minister for the Arctic Council, CPC)",35M 40S,0.053877753355274234,https://youtu.be/Y3UUY0lg0iM
868,2015 05 27 8,19,2015-05-27,"Transport Canada, in the situation of the airbags, has received no complaints related to this issue from Canadians and is not aware of any incidents having taken place in Canada.","Transport Canada, in the situation of the airbags, has received no complaints related to this issue from Canadians and is not aware of any incidents having taken place in Canada.",0,869,CPC,8.59,0.15541865984310532,-0.15541865984310532,"Mr. Jeff Watson (Parliamentary Secretary to the Minister of Transport, CPC)",38M 31S,0.9260697467086304,https://youtu.be/FqOtvJNwC9U
869,2015 05 27 9,24,2015-05-27,"Mr. Speaker, if the government did not get the hint already, today Ottawa city council formally voted to ask the Conservatives to move the memorial for victims of Communism back to its original site.","Mr. Speaker, if the government did not get the hint already, today Ottawa city council formally voted to ask the Conservatives to move the memorial for victims of Communism back to its original site.",0,870,NDP,11.58,0.1706604253797975,-0.1706604253797975,"Mr. Paul Dewar (Ottawa Centre, NDP)",44M 33S,1.2798772760756298,https://youtu.be/hWukQ2P86o4
870,2015 05 15 0,9,2015-05-15,We share the intense sorrow of the families affected by this tragic event.,Nous partageons l'immense chagrin des familles touchées par cet événement tragique. ,1,871,NDP,4.02,0.36984229360522086,-0.36984229360522086,"Ms. Rosane Doré Lefebvre (Alfred-Pellan, NDP)",11M 1S,0.6075474863344944,https://youtu.be/9DeXkN6YFXY
871,2015 05 15 1,13,2015-05-15," We will continue to cut taxes to achieve success, such as the 1.2 million new jobs created.","Nous allons continuer de réduire les impôts et les taxes pour atteindre le succès, comme les 1,2 million de nouveaux emplois créés.",1,872,CPC,8.17,0.5168308963683168,0.5168308963683168,"L’hon. Pierre Poilievre (ministre de l’Emploi et du Développement social et ministre de la Réforme démocratique, PCC)",15M 49S,0.7979398985376713,https://youtu.be/xhStJ5zbCI8
872,2015 05 15 2,30,2015-05-15,"When the employment minister uses taxpayer money for self-promotion videos to get re-elected and then has the gall to say that he is merely informing Canadians about government policy, it is like a slap in the face to all Canadians who expect accountability.","When the employment minister uses taxpayer money for self-promotion videos to get re-elected and then has the gall to say that he is merely informing Canadians about government policy, it is like a slap in the face to all Canadians who expect accountability.",0,873,LIB,18.25,0.5812753439219835,-0.5812753439219835,"Mr. Marc Garneau (Westmount—Ville-Marie, Lib.)",22M 4S,1.4828552094092755,https://youtu.be/_1z31z9gVs0
873,2015 05 15 3,5,2015-05-15,These changes do not impose a legislated regime.,These changes do not impose a legislated regime.,0,874,CPC,4.15,0.2546702117220515,-0.2546702117220515,"Mr. Dan Albas (Parliamentary Secretary to the President of the Treasury Board, CPC)",24M 28S,0.2546702117220515,https://youtu.be/fsqCMmguUGw
874,2015 05 15 4,19,2015-05-15,"Does the current government just not get that Canadians want to share in the economy of the future, created through investments in a clean, renewable energy economy?","Does the current government just not get that Canadians want to share in the economy of the future, created through investments in a clean, renewable energy economy?",0,875,NDP,9.54,0.3922411436121495,0.3922411436121495,"Ms. Linda Duncan (Edmonton—Strathcona, NDP)",28M 27S,0.8835486065789675,https://youtu.be/LfmCb8JJrmM
875,2015 05 15 5,15,2015-05-15," Mr. Speaker, no one disagrees with the idea of the memorial, but what is with the high-handed attitude of the government?"," Mr. Speaker, no one disagrees with the idea of the memorial, but what is with the high-handed attitude of the government?",0,876,NDP,5.59,0.4429311726707965,-0.4429311726707965,"Mr. Paul Dewar (Ottawa Centre, NDP)",33M 52S,0.7935191819643868,https://youtu.be/q4Be-2fcwq0
876,2015 05 15 6,5,2015-05-15,"Mr. Speaker, let me be very clear. ","Mr. Speaker, let me be very clear. ",0,877,CPC,1.43,0.02767126355320216,0.02767126355320216,"Ms. Roxanne James (Parliamentary Secretary to the Minister of Public Safety and Emergency Preparedness, CPC)",36M 56S,0.0918279520369002,https://youtu.be/aTMYV2hTqmU
877,2015 05 15 7,19,2015-05-15, Our government wants to help all Canadian families succeed by keeping taxes low and delivering programs like the universal child care benefit and family tax cut., Our government wants to help all Canadian families succeed by keeping taxes low and delivering programs like the universal child care benefit and family tax cut.,0,878,CPC,9.47,0.5744776222776897,0.5744776222776897,"Mr. Rick Norlock (Northumberland—Quinte West, CPC)",39M 52S,1.0235545887267758,https://youtu.be/Pp7LPrPx0Yg
878,2015 05 15 8,13,2015-05-15,"Mr. Speaker, for 40 years Quebec Native Women has been standing up for abused aboriginal women.","Monsieur le Président, depuis 40 ans, l'organisme Femmes Autochtones du Québec se porte à la défense des femmes autochtones violentées.",1,879,LIB,9.54,0.15045692509946612,0.15045692509946612,"Ms. Lise St-Denis (Saint-Maurice—Champlain, Lib.)",40M 55S,0.6146149797402489,https://youtu.be/YpzRMy31-Io
879,2015 05 15 9,15,2015-05-15,Can the Parliamentary Secretary to the Prime Minister update this House on what infrastructure initiative our government is launching to mark this occasion?,Can the Parliamentary Secretary to the Prime Minister update this House on what infrastructure initiative our government is launching to mark this occasion?,0,880,CPC,9.4,0.2116967149091319,0.2116967149091319,"Mr. Gary Schellenberger (Perth—Wellington, CPC)",42M 19S,0.6614876919546596,https://youtu.be/zXKyw3sQW_g
880,2015 05 12 0,18,2015-05-12,"While Liberals and Conservatives are feeding at the trough in the Senate, the current Conservative government is sitting idly by watching good middle-class jobs disappear.","While Liberals and Conservatives are feeding at the trough in the Senate, the current Conservative government is sitting idly by watching good middle-class jobs disappear.",0,881,NDP,8.38,0.8145227742206771,-0.8145227742206771,"Hon. Thomas Mulcair (Leader of the Opposition, NDP)",3M 10S,1.1323496674012856,https://youtu.be/d7UxRl_Tsu0
881,2015 05 12 1,39,2015-05-12,"We signed a free trade agreement with the European Union that will deliver 80,000 net new jobs, including in Honda Canada, which announced recently in the presence of the Prime Minister that it will export vehicles directly to Europe from Canada, creating 400 net new jobs in that one plant alone.","We signed a free trade agreement with the European Union that will deliver 80,000 net new jobs, including in Honda Canada, which announced recently in the presence of the Prime Minister that it will export vehicles directly to Europe from Canada, creating 400 net new jobs in that one plant alone.",0,882,CPC,17.5,0.3965034661876934,0.3965034661876934,"Hon. Pierre Poilievre (Minister of Employment and Social Development and Minister for Democratic Reform, CPC)",14M 20S,1.5059340558218537,https://youtu.be/s7Zi3tNw6yQ
882,2015 05 12 2,18,2015-05-12,"However, as I stated last week, I would like point out that on this side of the House we actually support our law enforcement in Canada. ","However, as I stated last week, I would like point out that on this side of the House we actually support our law enforcement in Canada. ",0,883,CPC,7.15,0.03750026828492996,0.03750026828492996,"Ms. Roxanne James (Parliamentary Secretary to the Minister of Public Safety and Emergency Preparedness, CPC)",24M 58S,0.8799153413814823,https://youtu.be/OmyJDgNhHuA
883,2015 05 12 3,10,2015-05-12,"Mr. Speaker, I can confirm that steps are being taken to bring this agreement into force.","Mr. Speaker, I can confirm that steps are being taken to bring this agreement into force.",0,884,CPC,5.18,0.12706391233950856,0.12706391233950856,"Hon. Ed Fast (Minister of International Trade, CPC)",30M 56S,0.32171150569670964,https://youtu.be/OneLgYb2SO8
884,2015 05 12 4,4,2015-05-12,They have absolutely no credibility on trade.,They have absolutely no credibility on trade.,0,885,CPC,3.41,0.1644491462190802,-0.1644491462190802,"Hon. Ed Fast (Minister of International Trade, CPC)",32M 46S,0.2013752913522434,https://youtu.be/AWX2gM6lrhU
885,2015 05 12 5,23,2015-05-12," Mr. Speaker, there has been a great deal of concern in the Haitian community ever since the Conservative government lifted the moratorium on deportations to Haiti and Zimbabwe for over 3,500 people.","Monsieur le Président, l'inquiétude règne dans la communauté haïtienne depuis que le gouvernement conservateur a levé le moratoire sur les déportations vers Haïti et le Zimbabwe de plus de 3 500 personnes.",1,886,LIB,13,0.6207318812209581,-0.6207318812209581,"Mr. Emmanuel Dubourg (Bourassa, Lib.)",35M 21S,1.3863949136492528,https://youtu.be/ECk5K5LAa0g
886,2015 05 12 6,31,2015-05-12,"Mr. Speaker, I did speak a moment ago of Circles of Support, but I also want to point out that the Commissioner of the Correctional Service of Canada actually said that 95% of inmates who were released had completed their recognized programs in relation to the correctional program.","Mr. Speaker, I did speak a moment ago of Circles of Support, but I also want to point out that the Commissioner of the Correctional Service of Canada actually said that 95% of inmates who were released had completed their recognized programs in relation to the correctional program.",0,887,CPC,17.44,0.6543597067606501,0.6543597067606501,"Ms. Roxanne James (Parliamentary Secretary to the Minister of Public Safety and Emergency Preparedness, CPC)",39M 59S,1.601686476663287,https://youtu.be/S7pkbT-hs_M
887,2015 05 12 7,20,2015-05-12,"Mr. Speaker, that was in the budget, but Quebec City is still waiting to see whether the 2017 Tall Ships Regatta will finally get the money they were promised. ","Monsieur le Président, c'était dans le budget, mais Québec attend encore de voir si les Grands voiliers 2017 vont finalement recevoir l'argent promis pour leur réalisation. ",1,888,NDP,9.12,0.12650583238947938,-0.12650583238947938,"Mme Annick Papillon (Québec, NPD)",42M 43S,0.7432852157237774,https://youtu.be/G_t6sSHVSeU
888,2015 05 12 8,14,2015-05-12,The Liberals are really scrambling today after it having been revealed that there are billions of dollars in uncosted spending in their plan.,The Liberals are really scrambling today after it having been revealed that there are billions of dollars in uncosted spending in their plan.,0,889,CPC,8.24,0.7758834363339702,-0.7758834363339702,"Hon. Pierre Poilievre (Minister of Employment and Social Development and Minister for Democratic Reform, CPC)",44M 40S,1.1251177318772532,https://youtu.be/EXRQYfNowNA
889,2015 05 12 9,13,2015-05-12,"Mr. Speaker, Canadians plan for their retirement based on what they are promised through their pension plans.","Mr. Speaker, Canadians plan for their retirement based on what they are promised through their pension plans.",0,890,IND,4.08,0.43030920575256454,0.43030920575256454,"Mr. Massimo Pacetti (Saint-Léonard—Saint-Michel, Ind.)",45M 17S,0.595815279225852,https://youtu.be/U59KozqxsTs
890,2015 04 29 0,10,2015-04-29, I would encourage him to do the right thing for taxpayers and pay the money back., I would encourage him to do the right thing for taxpayers and pay the money back.,0,891,CPC,5.38,0.006052731311813574,-0.006052731311813574,"Mr. Paul Calandra (Parliamentary Secretary to the Prime Minister and for Intergovernmental Affairs, CPC)",3M 38S,0.4943701547953034,https://youtu.be/xFn-kFykqhA
891,2015 04 29 1,10,2015-04-29,"That makes sense, since Mr. Duffy had been living in Ottawa for 40 years.","That makes sense, since Mr. Duffy had been living in Ottawa for 40 years.",0,892,LIB,4.15,0.1741446266865491,-0.1741446266865491,"Hon. Dominic LeBlanc (Beauséjour, Lib.)",8M 36S,0.30824708447159666,https://youtu.be/PK2loSQOKvc
892,2015 04 29 2,15,2015-04-29,"She has now won the national skills competition, is graduating debt-free, and is on her way to starting her very own masonry company.","She has now won the national skills competition, is graduating debt-free, and is on her way to starting her very own masonry company.",0,893,CPC,8.52,0.35912071994555717,0.35912071994555717,"Hon. Pierre Poilievre (Minister of Employment and Social Development and Minister for Democratic Reform, CPC)",10M 54S,0.8308329042920378,https://youtu.be/s3d8cSmqVYI
893,2015 04 29 3,19,2015-04-29,That is why the Chief of the Defence Staff ordered an external independent review into how the Canadian Armed Forces deals with sexual misconduct and sexual harassment.,That is why the Chief of the Defence Staff ordered an external independent review into how the Canadian Armed Forces deals with sexual misconduct and sexual harassment.,0,894,CPC,9.26,0.11739365233474275,0.11739365233474275,"Mr. James Bezan (Parliamentary Secretary to the Minister of National Defence, CPC): ",17M 50S,0.840978950420062,https://youtu.be/m7PlZ3s4V5U
894,2015 04 29 4,13,2015-04-29,"As to the Auditor General's report, National Defence accepts all the recommendations from the Auditor General's investigation. ","As to the Auditor General's report, National Defence accepts all the recommendations from the Auditor General's investigation. ",0,895,CPC,6.54,0.2367344298857331,0.2367344298857331,"Mr. James Bezan (Parliamentary Secretary to the Minister of National Defence, CPC)",18M 55S,0.44224084911651773,https://youtu.be/kbzBLtqb0Fc
895,2015 04 29 5,9,2015-04-29,Will the current government advertise its $12-million cut for species at risk?,Will the current government advertise its $12-million cut for species at risk?,0,896,LIB,4.29,0.22317193701435045,-0.22317193701435045,"Hon. John McKay (Scarborough—Guildwood, Lib.)",24M 44S,0.37078464363730745,https://youtu.be/VJAlD_gHBeo
896,2015 04 29 6,11,2015-04-29,"Tragically, about 25 police and firefighters die in the line of duty, on average, every year. ","Tragically, about 25 police and firefighters die in the line of duty, on average, every year. ",0,897,LIB,7.01,0.1683456045409132,-0.1683456045409132,"Mr. Kevin Lamoureux (Winnipeg North, Lib.)",25M 57S,0.5098345464793965,https://youtu.be/5hM0fBm9UDY
897,2015 04 29 7,36,2015-04-29,"Now Stephen Toope, former dean of law at McGill, former UBC president, and currently the director of the Munk School of Global Affairs, has called Bill C-51:...so badly drafted, so expansive in scope, and so open to abuse that one must wonder how a responsible political leadership could bring it forward.","Now Stephen Toope, former dean of law at McGill, former UBC president, and currently the director of the Munk School of Global Affairs, has called Bill C-51:...so badly drafted, so expansive in scope, and so open to abuse that one must wonder how a responsible political leadership could bring it forward.",0,898,NDP,20.02,0.14204129137656954,0.14204129137656954,"Mr. Randall Garrison (Esquimalt—Juan de Fuca, NDP)",28M 40S,1.4575248476381342,https://youtu.be/jMXuBbhaYxU
898,2015 04 29 8,12,2015-04-29, Will the Conservatives stop making excuses and make funds available to protect the people in my community?, Will the Conservatives stop making excuses and make funds available to protect the people in my community?,0,899,NDP,8.1,0.03268654159286864,0.03268654159286864,"Mr. Jasbir Sandhu (Surrey North, NDP)",30M 16S,0.8798468818131369,https://youtu.be/XTZH1CDdzos
899,2015 04 29 9,7,2015-04-29,"Sadly, the Liberals and the NDP voted against all these measures.","Sadly, the Liberals and the NDP voted against all these measures.",0,900,CPC,3.55,0.36231370552143616,-0.36231370552143616,"Hon. Kevin Sorenson (Minister of State (Finance), CPC)",38M 2S,0.5179337968500997,https://youtu.be/bq6PdtxOlmM
900,2015 04 24 0,19,2015-04-24,"The Liberals and the NDP want high taxes on middle-class families, high taxes on middle-class seniors, and high taxes on middle-class consumers.","The Liberals and the NDP want high taxes on middle-class families, high taxes on middle-class seniors, and high taxes on middle-class consumers.",0,901,CPC,10.49,0.21754323257014874,-0.21754323257014874,"Mr. Andrew Saxton (Parliamentary Secretary to the Minister of Finance, CPC)",2M 17S,0.7652615641548306,https://youtu.be/a7kYx4uYwoQ
901,2015 04 24 1,15,2015-04-24,"Mr. Speaker, the Constitution states that for a senator to be appointed, “He shall be resident in the Province for which he is appointed.”"," Monsieur le Président, pour nommer un sénateur, la Constitution dit: « Il devra être domicilié dans la province pour laquelle il est nommé ».",1,902,NDP,7.5,0.2273843252332881,0.2273843252332881,"Mme Rosane Doré Lefebvre (Alfred-Pellan, NPD)",3M 57S,0.46933962136972696,https://youtu.be/M9WVXznsh4g
902,2015 04 24 2,33,2015-04-24," Mr. Speaker, the finance minister made it clear to Canadians that Conservatives only care about short-term political gain when he said that the TFSA increase for the rich will be paid for Canada's next generation, and “why don't we leave that to [the Prime Minister's] granddaughter to solve”."," Mr. Speaker, the finance minister made it clear to Canadians that Conservatives only care about short-term political gain when he said that the TFSA increase for the rich will be paid for Canada's next generation, and “why don't we leave that to [the Prime Minister's] granddaughter to solve”.",0,903,LIB,18.59,0.029903195316104983,-0.029903195316104983,"Ms. Kirsty Duncan (Etobicoke North, Lib.)",6M 31S,1.2500357273882923,https://youtu.be/pK_ZMK09OQg
903,2015 04 24 3,5,2015-04-24,The NDP totally opposed all those things.,The NDP totally opposed all those things.,0,904,CPC,3.34,0.3098211625058736,-0.3098211625058736,"Hon. K. Kellie Leitch (Minister of Labour and Minister of Status of Women, CPC)",14M 44S,0.38610890308128937,https://youtu.be/aC3mRsyncgE
904,2015 04 24 4,13,2015-04-24,Why are the Conservatives so stubbornly refusing to present a plan that will honour our sacred obligation to veterans and all their families?,Why are the Conservatives so stubbornly refusing to present a plan that will honour our sacred obligation to veterans and all their families?,0,905,LIB,8.31,0.10698560691915711,0.10698560691915711,"Mr. Frank Valeriote (Guelph, Lib.)",23M 44S,0.8478086368582548,https://youtu.be/7-1AjiGfkd8
905,2015 04 24 5,20,2015-04-24," Mr. Speaker, Ontario farmers are worried because avian flu has been confirmed on a second farm in Oxford County, and the quarantine now stretches into the Waterloo Region."," Mr. Speaker, Ontario farmers are worried because avian flu has been confirmed on a second farm in Oxford County, and the quarantine now stretches into the Waterloo Region.",0,906,NDP,8.31,0.05911546258305729,-0.05911546258305729,"Ms. Irene Mathyssen (London—Fanshawe, NDP)",24M 35S,1.1029583899445634,https://youtu.be/CXfYbkhCL0s
906,2015 04 24 6,6,2015-04-24,Will the Conservatives reverse their destructive cuts to CFIA?,Will the Conservatives reverse their destructive cuts to CFIA?,0,907,NDP,5.11,0.6240339323994704,-0.6240339323994704,"Ms. Irene Mathyssen (London—Fanshawe, NDP)",24M 58S,0.7232641612063162,https://youtu.be/gsQoRUema58
907,2015 04 24 7,24,2015-04-24,"Surely, when the Prime Minister uses a makeup artist, any makeup artist who is given the kind of close access to the Prime Minister would have to go through an RCMP background check. ","Surely, when the Prime Minister uses a makeup artist, any makeup artist who is given the kind of close access to the Prime Ministerwould have to go through an RCMP background check. ",0,908,LIB,13.42,0.038762008783773366,-0.038762008783773366,"Hon. Wayne Easter (Malpeque, Lib.)",37M 18S,0.9043241045728792,https://youtu.be/6878pj7-VeI
908,2015 04 24 8,16,2015-04-24,It has become so absurd that the Alaska State legislature recently voted unanimously to offer to pay Canada to keep its border open. ,It has become so absurd that the Alaska State legislature recently voted unanimously to offer to pay Canada to keep its border open. ,0,909,NDP,8.1,0.10242446974734776,-0.10242446974734776,"Mr. Nathan Cullen (Skeena—Bulkley Valley, NDP)",38M 57S,0.8597360246557011,https://youtu.be/YSqG-fv7JPw
909,2015 04 24 9,14,2015-04-24,"Mr. Speaker, our government is focused on ensuring that our shared border is secure, while easing the flow of legitimate travel and trade.","Mr. Speaker, our government is focused on ensuring that our shared border is secure, while easing the flow of legitimate travel and trade.",0,910,CPC,7.43,0.6669843622450051,0.6669843622450051,"Ms. Roxanne James (Parliamentary Secretary to the Minister of Public Safety and Emergency Preparedness, CPC)",39M 23S,0.9149140233140705,https://youtu.be/M6zr3T3b4bA
910,2015 04 21 0,13,2015-04-21,"It is not Saskatchewan, Quebec, or everywhere else where he tried to use parliamentary funds to establish party offices.","It is not Saskatchewan, Quebec, or everywhere else where he tried to use parliamentary funds to establish party offices.",0,911,CPC,6.48,0.12821152651615975,-0.12821152651615975,"Right Hon. Stephen Harper (Prime Minister, CPC)",2M 4S,0.64230401662644,https://youtu.be/pdMCT34rn5s
911,2015 04 21 1,25,2015-04-21,"Mr. Speaker, former Senate law clerk Mark Audcent has testified that it was the business of the Prime Minister's Office to vet Senate appointees to see if they were actually eligible to sit in the Senate. ","Mr. Speaker, former Senate law clerk Mark Audcent has testified that it was the business of the Prime Minister's Office to vet Senate appointees to see if they were actually eligible to sit in the Senate. ",0,912,NDP,10.15,0.2313301734081636,-0.2313301734081636,"Mr. Charlie Angus (Timmins—James Bay, NDP)",10M 13S,0.7640297135325715,https://youtu.be/j-wlt1ddoxI
912,2015 04 21 2,23,2015-04-21,"Why, in budget after budget, has the Conservative government done nothing to ensure food safety for Canadians? Why has it gotten to the point that we have an inspection crisis that will be difficult to resolve?","Pourquoi, budget après budget, ce gouvernement conservateur n'a-t-il pas veillé à la sécurité alimentaire des Canadiens, au point où nous vivons maintenant une crise de l'inspection que nous ne pourrons pas facilement régler?",1,913,LIB,12.12,0.2732239856133155,-0.2732239856133155,"Mr. Francis Scarpaleggia (Lac-Saint-Louis, Lib.)",23M 51S,1.3507811725087646,https://youtu.be/T_oRO-1i_zY
