Label,Date,ID_main,youTube,timeStamp,Speaker,French,party,seconds,english,floor,preprocessed,svm_imdb,fasttext_imbd,fasttext_imbdWeight,svm_stanford,fasttext_stanford,fasttext_stanfordWeights,liwc,vader,svm_imdb_probability
729,2016-02-26,2016 02 26 8,https://youtu.be/QCnDDqHRfUg,31M 49S,"Mr. Mark Holland (Parliamentary Secretary to the Minister of Democratic Institutions, Lib.)",0,LIB,16.14,"It means that every single Canadian from every corner of this nation is going to be given the opportunity to apply to be part of the Canadian Senate, and finally for that to be a merit-based non-partisan process that ensures that we have the highest calibre of candidates in place.","It means that every single Canadian from every corner of this nation is going to be given the opportunity to apply to be part of the Canadian Senate, and finally for that to be a merit-based non-partisan process that ensures that we have the highest calibre of candidates in place.", mean single canadian corner nation go give opportunity apply canadian senate finally merit base non partisan process ensure high calibre candidate place,Negative,Negative,-0.76399827,Negative,Positive,0.70025331,3.181818181818182,9.01,0.5158430456488843
730,2016-02-26,2016 02 26 9,https://youtu.be/LA4BJIT66Bg,41M 44S,"Ms. Karina Gould (Parliamentary Secretary to the Minister of International Development, Lib.)",1,LIB,9.26,Canada made an initial contribution through the emergency disaster assistance fund to support the Red Cross emergency relief operation., Le Canada a fait une première contribution par l'entremise du Fonds d'assistance d'urgence en cas de désastre pour appuyer l'opération de secours d'urgence de la Croix-Rouge.,canada initial contribution emergency disaster assistance fund support red cross emergency relief operation,Negative,Negative,-0.5086993,Negative,Negative,-0.68607157,4.519966015293119,2.2885,0.2403994018778926
731,2016-02-23,2016 02 23 0,https://youtu.be/sn46KnJU4AE,2M 57S,"Hon. Rona Ambrose (Leader of the Opposition, CPC)",0,CPC,4.29,When is the Prime Minister going to understand that throwing borrowed money around does not create jobs?,When is the Prime Minister going to understand that throwing borrowed money around does not create jobs?,when    prime minister    go understand throw borrow money create job,Negative,Negative,-0.6093908,Negative,Positive,0.75247055,3.873517786561265,6.3660000000000005,0.3502310643206216
732,2016-02-23,2016 02 23 1,https://youtu.be/VWv74g2CZ50,5M 45S,"Hon. Bill Morneau (Minister of Finance, Lib.)",1,LIB,6.19,We will invest and this ratio will grow at a lower rate than in the past 10 years.,"Nous allons investir et, de cette façon, son niveau de croissance sera plus bas que dans les 10 dernières années.", invest ratio grow low rate past 10 year,Negative,Positive,0.91292411,Negative,Negative,-0.74847412,1.9886363636363638,3.634,0.5
733,2016-02-23,2016 02 23 2,https://youtu.be/XqW83Dm77sQ,6M 22S,"Hon. Thomas Mulcair (Outremont, NDP)",1,NDP,13.42,"On exactly what authority can a Prime Minister relieve Air Canada of its legal obligations, which are very clear under the terms of a piece of Canadian legislation that is still in force? ","En vertu de quoi, au juste, un premier ministre peut-il prétendre pouvoir dispenser Air Canada de ses obligations légales qui sont très claires aux termes d'une loi canadienne qui est toujours en vigueur? ",on exactly authority prime minister relieve air canada legal obligation clear term piece canadian legislation force   ,Negative,Negative,-0.56940091,Negative,Positive,0.89137894,3.5862865947611717,8.548,0.5068413581617032
734,2016-02-23,2016 02 23 3,https://youtu.be/6lb6CIFFGa8,8M 29S,"Hon. Thomas Mulcair (Outremont, NDP)",0,NDP,9.54,"As unemployment goes up and the number of Canadians receiving EI benefits actually does down, Canadians are demanding action to help families pay the bills and to put food on the table.","As unemployment goes up and the number of Canadians receiving EI benefits actually does down, Canadians are demanding action to help families pay the bills and to put food on the table.",as unemployment go number canadians receive ei benefit actually canadians demand action help family pay bill food table,Positive,Positive,0.78520966,Positive,Negative,-0.55181402,3.58288770053476,6.48,0.4921352730168598
735,2016-02-23,2016 02 23 4,https://youtu.be/zBpaNdEE7F0,13M 9S,"Mr. Gérard Deltell (Louis-Saint-Laurent, CPC)",1,CPC,8.38,The Minister of Finance said he inherited a deficit and the Prime Minister also said that we Conservatives are the only ones who believe there was a surplus.,"Le ministre des Finances affirme avoir hérité d'un déficit et le premier ministre affirme aussi que nous, les conservateurs, sommes les seuls à croire qu'il y a eu un surplus.",the    minister finance    say inherit deficit    prime minister    say conservatives one believe surplus,Negative,Negative,-0.87112468,Negative,Positive,0.72356564,3.181818181818182,2.9905000000000004,0.16755994408314148
736,2016-02-23,2016 02 23 5,https://youtu.be/qL1EDVxuGt8,15M 23S,"Hon. Kevin Sorenson (Battle River—Crowfoot, CPC)",0,CPC,10.49,"When the global recession hit, we provided a low-tax plan and economic stimulus, infrastructure, and other things to keep Canadians working. ","When the global recession hit, we provided a low-tax plan and economic stimulus, infrastructure, and other things to keep Canadians working. ",when global recession hit provide low tax plan economic stimulus infrastructure thing canadians work   ,Positive,Positive,0.80332261,Positive,Negative,-0.85466075,2.7184466019417477,2.0029999999999997,0.6742207959238997
737,2016-02-23,2016 02 23 6,https://youtu.be/-WGynp9IcP4,31M 2S,"Hon. Marc Garneau (Minister of Transport, Lib.)",0,LIB,18.39,"Mr. Speaker, I am delighted with the great news that came out last week concerning the fact that Air Canada decided to purchase 45 CSeries jets, and possibly 30 more, and that it will be undertaking the maintenance of those aircraft in Quebec for the next 20 years at least.","Mr. Speaker, I am delighted with the great news that came out last week concerning the fact that Air Canada decided to purchase 45 CSeries jets, and possibly 30 more, and that it will be undertaking the maintenance of those aircraft in Quebec for the next 20 years at least.",mr. speaker  delighted great news come week concern fact air canada decide purchase 45 cserie jet possibly 30 undertake maintenance aircraft quebec 20 year,Negative,Positive,0.78413409,Negative,Positive,0.69223213,3.797653958944282,9.063,0.37914463642496854
738,2016-02-23,2016 02 23 7,https://youtu.be/rsOIn1mcOq4,32M 3S,"Hon. Erin O'Toole (Durham, CPC)",0,CPC,8.52,"Why has the minister misled Canadians and, more important, why has he offered false hope to those families for the purposes of a photo op?","Why has the minister misled Canadians and, more important, why has he offered false hope to those families for the purposes of a photo op?",why minister mislead canadians important offer false hope family purpose photo op,Negative,Negative,-0.90698832,Negative,Positive,0.54410315,4.360269360269361,7.859499999999999,0.2905858618556349
739,2016-02-23,2016 02 23 8,https://youtu.be/PXYBi1026L4,35M 41S,"M. Jacques Gourde (Lévis—Lotbinière, PCC)",1,CPC,4.57,How can the Prime Minister justify this obvious conflict of interest?,Comment le premier ministre peut-il justifier ce conflit d'intérêt flagrant?,how    prime minister    justify obvious conflict interest,Negative,Negative,-0.99965858,Negative,Positive,0.71126395,4.0047021943573675,5.8895,0.10404211707345733
740,2016-02-23,2016 02 23 9,https://youtu.be/ChgYI0WuX6s,35M 47S,"L'hon. Dominic LeBlanc (leader du gouvernement à la Chambre des communes, Lib.)",1,LIB,8.1,"Mr. Speaker, when we want advice on conflict of interest matters, we go directly to the Conflict of Interest and Ethics Commissioner, Ms. Dawson,","Monsieur le Président, nos conseils en ce qui a trait aux conflits d'intérêts viendront de la commissaire aux conflits d'intérêts et à l'éthique, Mme Dawson.",mr. speaker want advice conflict interest matter directly conflict interest ethics commissioner ms.    dawson,Negative,Negative,-0.98270655,Negative,Positive,0.57833016,3.619683069224354,7.1075,0.335777073429692
741,2016-02-18,2016 02 18 0,https://youtu.be/HtIl4XMQUa8,1M 38S,"Hon. Rona Ambrose (Leader of the Opposition, CPC)",1,CPC,4.22,"Instead, the Prime Minister is refusing to support energy east.","Au lieu de cela, le premier ministre refuse d'appuyer Énergie Est.",instead    prime minister    refuse support energy east,Negative,Negative,-0.99432915,Negative,Positive,0.66437435,4.049586776859504,6.909,0.11552077073246571
742,2016-02-18,2016 02 18 1,https://youtu.be/AYdC1qcnKXc,11M 1S,"Hon. Lisa Raitt (Milton, CPC)",0,CPC,5.25,"Is the minister just making this up as he goes along, or is he actually going to execute on the letter from the Prime Minister?","Is the minister just making this up as he goes along, or is he actually going to execute on the letter from the Prime Minister?",be minister make go actually go execute letter    prime minister,Positive,Positive,0.56150419,Positive,Positive,0.90547073,3.181818181818182,5.0,0.554495859002178
743,2016-02-18,2016 02 18 2,https://youtu.be/dNdPuYNCwhw,14M 10S,"Hon. Navdeep Bains (Minister of Innovation, Science and Economic Development, Lib.)",0,LIB,6.47,"I was there most recently making investments in the Canadian Space Agency, and Quartier de l'innovation in Montreal.","I was there most recently making investments in the Canadian Space Agency, and Quartier de l'innovation in Montreal.", recently make investment canadian space agency quartier de l'innovation montreal,Negative,Positive,0.8680321,Negative,Positive,0.66090471,3.181818181818182,5.0,0.4524510184829225
744,2016-02-18,2016 02 18 3,https://youtu.be/kYID-8f0B3E,15M 1S,"Hon. Navdeep Bains (Minister of Innovation, Science and Economic Development, Lib.)",0,LIB,4.29,"Mr. Speaker, this government has a plan, and we articulated that plan during the campaign.","Mr. Speaker, this government has a plan, and we articulated that plan during the campaign.",mr. speaker government plan articulate plan campaign,Negative,Positive,0.70648384,Negative,Positive,0.91753227,3.181818181818182,5.0,0.3906807643297252
745,2016-02-18,2016 02 18 4,https://youtu.be/J7AYx0XW5_Q,17M 11S,"Mr. Phil McColeman (Brantford—Brant, CPC)",0,CPC,3.13,"If not, what was the point of the mandate letter?","If not, what was the point of the mandate letter?",if point mandate letter,Negative,Negative,-0.99698138,Negative,Positive,0.78292227,3.181818181818182,5.0,0.2407986870634519
746,2016-02-18,2016 02 18 5,https://youtu.be/z-Zm7tdQNcI,22M 17S,"Mr. Andrew Scheer (Regina—Qu'Appelle, CPC)",0,CPC,4.36,"Mr. Speaker, yesterday the Minister of Finance dismissed the concerns of Saskatchewan and Alberta.","Mr. Speaker, yesterday the Minister of Finance dismissed the concerns of Saskatchewan and Alberta.",mr. speaker yesterday    minister finance    dismiss concern saskatchewan alberta,Negative,Negative,-0.62618077,Negative,Positive,0.72412539,2.5925925925925926,5.0,0.362122094528594
747,2016-02-18,2016 02 18 6,https://youtu.be/zohaNfnp5RI,25M 52S,"Hon. Jane Philpott (Minister of Health, Lib.)",0,LIB,7.22,We will work together to reach new agreements as to what the health care system needs to meet the needs of Canadians.,We will work together to reach new agreements as to what the health care system needs to meet the needs of Canadians., work reach new agreement health care system need meet need canadians,Positive,Positive,0.79828155,Positive,Negative,-0.55130953,5.256916996047432,8.7895,0.7688634321648239
748,2016-02-18,2016 02 18 7,https://youtu.be/oR6wLspXPcI,28M 37S,"Hon. Candice Bergen (Portage—Lisgar, CPC)",0,CPC,6.4,Folks in New Brunswick and Quebec are offended that foreign oil is being given better treatment than Canadian oil.,Folks in New Brunswick and Quebec are offended that foreign oil is being given better treatment than Canadian oil.,folk new brunswick quebec offend foreign oil give good treatment canadian oil,Negative,Positive,0.77885991,Negative,Positive,0.80165499,4.421487603305786,5.8895,0.5260865949825916
749,2016-02-18,2016 02 18 8,https://youtu.be/Q7kngSP1BOA,37M 50S,"Mrs. Cheryl Gallant (Renfrew—Nipissing—Pembroke, CPC)",0,CPC,6.06, Yesterday we learned that the Liberals have already withdrawn the CF-18 air cover for our troops on the ground., Yesterday we learned that the Liberals have already withdrawn the CF-18 air cover for our troops on the ground.,   yesterday learn liberals withdraw cf-18 air cover troop ground,Positive,Positive,0.65064991,Positive,Negative,-0.80826861,3.181818181818182,5.0,0.6734511579085048
750,2016-02-18,2016 02 18 9,https://youtu.be/bVYfztVYsrI,42M 52S,"Mr. Pierre Breton (Shefford, Lib.)",1,LIB,5.11,"Furthermore, the industry is a leader when it comes to environmental concerns.","De plus, l'industrie est chef de file en ce qui a trait aux préoccupations environnementales.",furthermore industry leader come environmental concern,Positive,Negative,-0.75875956,Positive,Positive,0.71442825,3.181818181818182,5.0,0.5222055534572914
751,2016-02-05,2016 02 05 0,https://youtu.be/ZjfwAlyS3Fo,1M 43S,"Hon. K. Kellie Leitch (Simcoe—Grey, CPC)",1,CPC,8.04, Why does the government want to impose artificial limits on Canada's fight against terrorism?, Pourquoi le gouvernement veut-il imposer de fausses limites à la lutte canadienne contre le terrorisme?,   why government want impose artificial limit canada 's fight terrorism,Negative,Negative,-0.95872033,Negative,Negative,-0.90724838,3.181818181818182,0.7790000000000002,0.18706805234745238
752,2016-02-05,2016 02 05 1,https://youtu.be/nJd6qgdJSPY,2M 48S,"Hon. K. Kellie Leitch (Simcoe—Grey, CPC)",0,CPC,10.49,"By including this funding as part of an anti-ISIS plan, is the Liberal government saying that the Israeli-Palestinian conflict is a root cause of the rise of ISIS?","By including this funding as part of an anti-ISIS plan, is the Liberal government saying that the Israeli-Palestinian conflict is a root cause of the rise of ISIS?",by include funding anti isis plan liberal government say israeli palestinian conflict root because rise isis,Negative,Negative,-0.82285029,Negative,Negative,-0.62802303,3.623737373737374,2.213,0.29162592675266685
753,2016-02-05,2016 02 05 2,https://youtu.be/VFLwDtwWU5s,13M 24S,"Mrs. Cheryl Gallant (Renfrew—Nipissing—Pembroke, CPC)",0,CPC,12.05,What plans does the FedNor minister have to conduct open public consultations and public hearings as part of the Competition Act review of this transaction?,What plans does the FedNor minister have to conduct open public consultations and public hearings as part of the Competition Act review of this transaction?,what plan fednor minister conduct open public consultation public hearing competition act review transaction,Negative,Negative,-0.97343969,Negative,Positive,0.69481564,3.623737373737374,5.0,0.2917182229089496
754,2016-02-05,2016 02 05 3,https://youtu.be/xfWghN1RTIw,14M 16S,"Mrs. Cheryl Gallant (Renfrew—Nipissing—Pembroke, CPC)",0,CPC,13.35,"Mr. Speaker, Hydro One will continue to gouge customers, especially seniors, while Brookfield, the parent company of Great Lakes Power, rakes in record profits on the backs of those on fixed incomes.","Mr. Speaker, Hydro One will continue to gouge customers, especially seniors, while Brookfield, the parent company of Great Lakes Power, rakes in record profits on the backs of those on fixed incomes.",mr. speaker hydro one continue gouge customer especially senior brookfield parent company great lakes power rake record profit back fix income,Positive,Positive,0.98605961,Positive,Positive,0.78555405,4.190140845070423,8.953,0.9431798538837292
755,2016-02-05,2016 02 05 4,https://youtu.be/U5RH5krfzlg,17M 46S,"Hon. Marc Garneau (Minister of Transport, Lib.)",0,LIB,3,That is the proper approach for this government to take.,That is the proper approach for this government to take.,that proper approach government,Negative,Negative,-0.95890677,Negative,Positive,0.86507207,4.721407624633431,5.0,0.2948065171724567
756,2016-02-05,2016 02 05 5,https://youtu.be/TWIcKNePWno,17M 47S,"Mr. Randall Garrison (Esquimalt—Saanich—Sooke, NDP)",0,NDP,7.29," Mr. Speaker, on page 71 of their platform, the Liberals promised that if they became the government, they would “end Canada's combat mission in Iraq”."," Mr. Speaker, on page 71 of their platform, the Liberals promised that if they became the government, they would “end Canada's combat mission in Iraq”.",   mr. speaker page 71 platform liberals promise government end canada 's combat mission iraq,Negative,Negative,-0.52951336,Negative,Positive,0.59121895,2.6686217008797652,4.8709999999999996,0.3959699101707789
757,2016-02-05,2016 02 05 6,https://youtu.be/pCQ6cCmEupo,22M 49S,"Hon. Marc Garneau (Minister of Transport, Lib.):",0,LIB,7.43,"When he met with the Premier of Alberta, he undertook to fast-track $700 million worth of infrastructure.","When he met with the Premier of Alberta, he undertook to fast-track $700 million worth of infrastructure.",when meet premier alberta undertake fast track $ 700 million worth infrastructure,Positive,Positive,0.74111468,Positive,Negative,-0.51821357,3.181818181818182,6.1315,0.6463599869972756
758,2016-02-05,2016 02 05 7,https://youtu.be/TQcsy-vBr0M,44M 28S,"M. Gabriel Ste-Marie (Joliette, BQ)",1,BQ,9.13,Why is the government so eager to free up money for Alberta and so slow to do so for the pride of Quebec's economy?,Comment se fait-il que le gouvernement se montre si empressé pour débloquer de l'argent en Alberta et si lent pour le fleuron de l'économie québécoise?,why government eager free money alberta slow pride quebec 's economy,Negative,Negative,-0.99969101,Negative,Negative,-0.72790307,4.5855614973262036,9.01,0.027412390690376227
759,2016-02-05,2016 02 05 8,https://youtu.be/99iQhhP7AUI,44M 58S,"Mr. Greg Fergus (Parliamentary Secretary to the Minister of Innovation, Science and Economic Development, Lib.)",1,LIB,14.44,"However, we recognize that the aerospace sector is a very important industry that relies heavily on exports and employs over 180,000 Canadians. It is very important—","Toutefois, nous reconnaissons que l'industrie aérospatiale est une industrie très importante axée sur l'exportation, qui emploie plus de 180 000 Canadiens, et c'est très important...","however recognize aerospace sector important industry rely heavily export employ 180,000 canadians  important—",Positive,Negative,-0.66158229,Positive,Positive,0.68915546,4.049586776859504,6.0115,0.6944687578843749
760,2016-02-05,2016 02 05 9,https://youtu.be/gjcVnGc0QFw,45M 37S,"Mr. Luc Thériault (Montcalm, BQ)",1,BQ,45.25,The question is simple. When will the government stand up for Quebec's economy?, La question est simple: quand va-t-on défendre l'économie du Québec?,the question simple when government stand quebec 's economy,Positive,Positive,0.99501592,Positive,Positive,0.70343,3.181818181818182,5.0,0.9589068177493131
761,2016-02-02,2016 02 02 0,https://youtu.be/os_EQxNRVtg,7M 50S,"Right Hon. Justin Trudeau (Prime Minister, Lib.)",0,LIB,5.53,"It is actually important to follow up on them, give the tools to get things done, and execute them responsibly.","It is actually important to follow up on them, give the tools to get things done, and execute them responsibly.", actually important follow tool thing execute responsibly,Positive,Positive,0.81119221,Positive,Positive,0.96864206,3.181818181818182,6.0115,0.7142628842316437
762,2016-02-02,2016 02 02 1,https://youtu.be/ZXRlV9NaSB0,9M 31S,"Ms. Brigitte Sansoucy (Saint-Hyacinthe—Bagot, NDP)",1,NDP,6.41,"Because the agency is understaffed, high risk parcels are leaving the country without even being examined.","Par manque de personnel, des colis à haut risque quittent le pays sans même être examinés.",because agency understaffed high risk parcel leave country examine,Positive,Positive,0.82236755,Positive,Negative,-0.56641465,3.181818181818182,3.409,0.5985983455435635
763,2016-02-02,2016 02 02 2,https://youtu.be/jqvv6Vx38sA,20M 5S,"Hon. Lisa Raitt (Milton, CPC)",0,CPC,8.45,"Maybe the Liberals should check their snapshot when they came in November, because I am pretty sure it was in the black, not in the red, where they will drag it after the end of this fiscal year.","Maybe the Liberals should check their snapshot when they came in November, because I am pretty sure it was in the black, not in the red, where they will drag it after the end of this fiscal year.",maybe liberals check snapshot come november  pretty sure black red drag end fiscal year,Negative,Negative,-0.63786048,Negative,Positive,0.73702306,4.278996865203762,7.786999999999999,0.2809207867699742
764,2016-02-02,2016 02 02 3,https://youtu.be/hGequ5OjGFc,24M 36S,"Mme Hélène Laverdière (Laurier—Sainte-Marie, NPD)",1,NDP,4.29,Will he increase the number of Canadian troops on the ground?,Va-t-il augmenter le nombre de troupes canadiennes au sol?,will increase number canadian troop ground,Positive,Positive,0.90703148,Positive,Negative,-0.5354228,3.181818181818182,6.909,0.5222055534572914
765,2016-02-02,2016 02 02 4,https://youtu.be/02nbOJsWpMI,27M 55S,"Mr. James Bezan (Selkirk—Interlake—Eastman, CPC)",0,CPC,5.53,"Mr. Speaker, yesterday the defence minister said our past military activity was a mistake.","Mr. Speaker, yesterday the defence minister said our past military activity was a mistake.",mr. speaker yesterday defence minister say past military activity mistake,Negative,Negative,-0.91186619,Negative,Positive,0.5750066,3.8356164383561646,3.75,0.21890005222002398
766,2016-02-02,2016 02 02 5,https://youtu.be/8TmYZekUwlk,30M 23S,"Hon. Peter Kent (Thornhill, CPC)",0,CPC,5.24,The MP for Etobicoke Centre called for lethal weapon aid for Ukraine.,The MP for Etobicoke Centre called for lethal weapon aid for Ukraine.,the mp    etobicoke centre    call lethal weapon aid ukraine,Negative,Negative,-0.70715588,Negative,Negative,-0.58359092,4.772727272727273,3.5199999999999996,0.44527238102747607
767,2016-02-02,2016 02 02 6,https://youtu.be/u1V6Wz3gexg,31M 37S,"Mme Ruth Ellen Brosseau (Berthier—Maskinongé, NPD)",1,NDP,4.08,The government is going to sign the trans-Pacific partnership agreement tomorrow.,Le gouvernement va signer le Partenariat transpacifique demain. ,the government go sign tran pacific partnership agreement tomorrow,Negative,Negative,-0.76949072,Negative,Positive,0.68882173,3.9049586776859506,7.4695,0.3395309128033471
768,2016-02-02,2016 02 02 7,https://youtu.be/nnvHLSAxljk,31M 55S,"Hon. Lawrence MacAulay (Minister of Agriculture and Agri-Food, Lib.)",0,LIB,5.32,"Mr. Speaker, the government is engaged with industry stakeholders on the outcome of the TPP.","Mr. Speaker, the government is engaged with industry stakeholders on the outcome of the TPP.",mr. speaker government engage industry stakeholder outcome tpp,Negative,Negative,-0.62382162,Negative,Positive,0.72831094,3.181818181818182,6.7,0.39713541871363867
769,2016-02-02,2016 02 02 8,https://youtu.be/wKadeZslAJc,38M 41S,"Hon. Carolyn Bennett (Minister of Indigenous and Northern Affairs, Lib.):  ",0,LIB,6.13,We will work with first nations and achieve the goal of transparency and accountability with them.,We will work with first nations and achieve the goal of transparency and accountability with them., work nation achieve goal transparency accountability,Positive,Positive,0.97046703,Positive,Positive,0.69712955,4.082332761578044,5.0,0.9135856157003637
770,2016-02-02,2016 02 02 9,https://youtu.be/B2Vp7Evj1M0,39M 41S,"Hon. Judy Foote (Minister of Public Services and Procurement, Lib.)",0,LIB,6.4,"Mr. Speaker, the government takes the health and safety of all of its workers seriously and, in fact, of any visitors to our buildings. ","Mr. Speaker, the government takes the health and safety of all of its workers seriously and, in fact, of any visitors to our buildings. ",mr. speaker government take health safety worker seriously fact visitor building   ,Negative,Positive,0.55980235,Negative,Positive,0.57869071,4.331872946330779,6.3660000000000005,0.49456564399545666
771,2016-01-28,2016 01 28 0,https://youtu.be/g9o36Td-FW0,5S,"Mr. Andrew Scheer (Regina—Qu'Appelle, CPC)",0,CPC,6.13,"Mr. Speaker, our Conservative Party oversaw the approval of four major pipeline projects that created jobs in every region.","Mr. Speaker, our Conservative Party oversaw the approval of four major pipeline projects that created jobs in every region.",mr. speaker conservative party oversee approval major pipeline project create job region,Positive,Positive,0.83207202,Positive,Positive,0.82104099,4.266528925619834,8.9225,0.7026083406506788
772,2016-01-28,2016 01 28 1,https://youtu.be/wSAPsxwvYcs,1M 49S,"Right Hon. Justin Trudeau (Prime Minister, Lib.)",0,LIB,11.17,Not only did Canadians vote against those policies in the last election but we will vote against those policies today in the House of Commons.,Not only did Canadians vote against those policies in the last election but we will vote against those policies today in the House of Commons.,not canadians vote policy election vote policy today house commons,Positive,Positive,0.97274041,Positive,Negative,-0.6674825,3.181818181818182,5.0,0.8571607441184342
773,2016-01-28,2016 01 28 2,https://youtu.be/khsYryE1W4c,1M 50S,"M. Andrew Scheer (Regina—Qu'Appelle, PCC)",1,CPC,6.41,"   Mr. Speaker, we cannot create jobs by inventing new barriers and new obstacles.","Monsieur le Président, on ne peut pas créer d'emplois en inventant de nouveaux obstacles et de nouvelles barrières.",    mr. speaker create job invent new barrier new obstacle,Positive,Positive,0.97621858,Positive,Positive,0.96181661,4.0047021943573675,3.8685,0.7182158071073026
774,2016-01-28,2016 01 28 3,https://youtu.be/RvQZ-5qscig,6M 33S,"Right Hon. Justin Trudeau (Prime Minister, Lib.)",0,LIB,4.5,"Therefore, we will be signing it as a way to consider it through ratification.","Therefore, we will be signing it as a way to consider it through ratification.",therefore sign way consider ratification,Negative,Negative,-0.66404235,Negative,Positive,0.94444811,3.181818181818182,5.0,0.3704293103218219
775,2016-01-28,2016 01 28 4,https://youtu.be/bPKrxE24T5o,15M 22S,"Hon. MaryAnn Mihychuk (Minister of Employment, Workforce Development and Labour, Lib.)",0,LIB,15.26,"In this case, we are looking at a bill that was put together that attacks the labour movement.","In this case, we are looking at a bill that was put together that attacks the labour movement.",in case look bill attack labour movement,Negative,Negative,-0.95826662,Negative,Negative,-0.71271431,4.375000000000001,2.6165,0.380137933820616
776,2016-01-28,2016 01 28 5,https://youtu.be/9UKbcag9kds,32M 15S,"Mr. Bob Saroya (Markham—Unionville, CPC)",0,CPC,13.49,"Can the minister confirm if in fact in London, Ontario, one of the hotels in which these refugees are being housed is located next door to a gentlemen's club, which features exotic dancers?","Can the minister confirm if in fact in London, Ontario, one of the hotels in which these refugees are being housed is located next door to a gentlemen's club, which features exotic dancers?",can minister confirm fact london ontario hotel refugee house locate door gentleman 's club feature exotic dancer,Positive,Positive,0.5400793,Positive,Positive,0.83875692,3.607954545454546,5.0,0.5277037367922044
777,2016-01-28,2016 01 28 6,https://youtu.be/2e2qy4y3Gno,32M 57S,"Hon. John McCallum (Minister of Immigration, Refugees and Citizenship, Lib.)",0,LIB,3.13,The tiny room I had in Lebanon was not safe....,The tiny room I had in Lebanon was not safe....,the tiny room  lebanon safe,Positive,Positive,0.57556421,Positive,Positive,0.86477262,4.94949494949495,7.202,0.5222055534572914
778,2016-01-28,2016 01 28 7,https://youtu.be/oSL0x5fnPTQ,40M 30S,"Hon. Diane Lebouthillier (Minister of National Revenue, Lib.)",1,LIB,3.41,I thank my colleague from Northwest Territories for the question.,Je remercie mon collègue de Territoires du Nord-Ouest de sa question., thank colleague    northwest territories    question,Positive,Positive,0.87859619,Positive,Positive,0.93922037,4.982847341337908,6.806,0.7624677992962359
779,2016-01-28,2016 01 28 8,https://youtu.be/UQrHmiGXmy8,41M 39S,"Hon. Diane Lebouthillier (Minister of National Revenue, Lib.)",1,LIB,7.29, During the election we campaigned on increasing the deduction for northern residents. It is a priority.,"Tel que stipulé lors de la campagne électorale, la hausse de la déduction pour les habitants de régions éloignées est une priorité.",   during election campaign increase deduction northern resident  priority,Positive,Positive,0.53933895,Positive,Positive,0.77799201,3.8267813267813273,6.591,0.5222055534572914
780,2016-01-28,2016 01 28 9,https://youtu.be/HF41q20rwbs,45M 25S,"Hon. Maryam Monsef (Minister of Democratic Institutions, Lib.)",0,LIB,20.43,"The new independent, non-partisan, merit-based, open and transparent process we have introduced is in the capable hands of nine of eminent Canadians who make up the advisory board, individuals like Dr. Dawn Lavell-Harvard, president of the Native Women's Association of Canada. ","The new independent, non-partisan, merit-based, open and transparent process we have introduced is in the capable hands of nine of eminent Canadians who make up the advisory board, individuals like Dr. Dawn Lavell-Harvard, president of the Native Women's Association of Canada. ",the new independent non partisan merit base open transparent process introduce capable hand eminent canadians advisory board individual like dr. dawn lavell harvard president native women 's association canada   ,Positive,Negative,-0.67633426,Positive,Positive,0.86539733,3.6320754716981134,9.3895,0.5894292181550892
781,2016-01-25,2016 01 25 0,https://youtu.be/yl-X_bj-EnI,29S,"Right Hon. Justin Trudeau (Prime Minister, Lib.)",0,LIB,11.44,"Mr. Speaker, I would like to thank the member opposite for her heartfelt words and indeed add to them personally that the entire government and indeed the country stands with the community of La Loche.","Mr. Speaker, I would like to thank the member opposite for her heartfelt words and indeed add to them personally that the entire government and indeed the country stands with the community of La Loche.",mr. speaker  like thank member opposite heartfelt word add personally entire government country stand community la loche,Positive,Positive,0.89329046,Positive,Positive,0.90208656,4.772727272727273,9.088000000000001,0.6957289606891837
782,2016-01-25,2016 01 25 1,https://youtu.be/BH2cSqAuP1g,4M 40S,"Right Hon. Justin Trudeau (Prime Minister, Lib.)",1,LIB,16.48,"We were elected on a platform to invest in Canada to ensure a stronger future, create the growth that has been lacking for 10 years now, and create jobs for the middle class and all those who want to join it."," Nous nous sommes fait élire grâce à une plateforme visant à faire des investissements au Canada afin d'assurer un avenir plus fort, de créer une croissance manquante depuis 10 ans et de donner des emplois à la classe moyenne et à tous ceux qui veulent s'y joindre.", elect platform invest canada ensure strong future create growth lack 10 year create job middle class want join,Positive,Positive,0.94511592,Positive,Positive,0.60713536,4.471744471744472,9.4895,0.6701771749940454
783,2016-01-25,2016 01 25 2,https://youtu.be/LAGSSoibyn0,12M 15S,"Hon. Jim Carr (Minister of Natural Resources, Lib.)",0,LIB,12.33,"We are talking to Canadians now, and what comes after these consultations will be Canadians' confidence in delivering these resources to market in a sustainable way.","We are talking to Canadians now, and what comes after these consultations will be Canadians' confidence in delivering these resources to market in a sustainable way.", talk canadians come consultation canadians confidence deliver resource market sustainable way,Negative,Negative,-0.52785671,Negative,Negative,-0.64728004,3.689555125725339,7.553000000000001,0.3665345286983468
