"Label","Date","ID_main","youTube","timeStamp","Speaker","French","party","seconds","english","floor","lexiProcessed","sentiment_lsd","sentiment_jockers_rinker","sentiment_sentiwordnet","sentiment_huliu"
934,"2015-03-27","2015 03 27 3","https://youtu.be/1AdrC3ql-58","24M 42S","Mr. Adam Vaughan (Trinity—Spadina, Lib.)",0,"LIB","3.14","They also do not get something else from the current government: infrastructure money. ","They also do not get something else from the current government: infrastructure money. ","They also do not something else from the current government : infrastructure money .",NA,0.00970743471962954,-0.0121174238201315,0
935,"2015-03-27","2015 03 27 4","https://youtu.be/9VsB6dApfUw","27M 18S","Mr. Murray Rankin (Victoria, NDP)",0,"NDP","4.3","Conservative cuts are simply destroying our public broadcaster.","Conservative cuts are simply destroying our public broadcaster.","Conservative cuts are simply destroying our public broadcaster .",-1,-0.580016126561771,0.297539051507561,-0.348409675937063
936,"2015-03-27","2015 03 27 5","https://youtu.be/ybREaYxGTHY","32M 23S","Ms. Linda Duncan (Edmonton—Strathcona, NDP)",0,"NDP","7.29","Will the minister, who has made this shameful, groundless insult to Alberta first nations, stand and apologize?","Will the minister, who has made this shameful, groundless insult to Alberta first nations, stand and apologize?","Will the minister , who has made this shameful , groundless insult to Alberta first nations , stand and apologize ?",-0.333333333333333,-0.338621518032135,-0.379588343166443,-0.715963214656285
937,"2015-03-27","2015 03 27 6","https://youtu.be/MKWoBo-cYLE","37M 51S","Hon. Wayne Easter (Malpeque, Lib.)",0,"LIB","5.31","That is unacceptable and it is doing it in order to give a tax break to the rich.","That is unacceptable and it is doing it in order to give a tax break to the rich.","That is unacceptable and it is doing it in order to give a tax break to the rich .",0,-0.145754031640443,0.0570129319514282,-0.232606450624709
938,"2015-03-27","2015 03 27 7","https://youtu.be/LezxGg9Ug8A","39M 21S","Ms. Charmaine Borg (Terrebonne—Blainville, NDP)",1,"NDP","4.43","Canada Post is ignoring the diversity of municipalities.","Postes Canada ne prend aucunement en considération la diversité des réalités municipales.","Canada Post is ignoring the diversity of municipalities .",-1,0,0,0
939,"2015-03-27","2015 03 27 8","https://youtu.be/AemEk-jfUyQ","44M 54S","Hon. Pierre Poilievre (Minister of Employment and Social Development and Minister for Democratic Reform, CPC)",0,"CPC","9.47","We are giving the dollars back to the more than eight million real child care experts who are out there, and their names are Mom and Dad.","We are giving the dollars back to the more than eight million real child care experts who are out there, and their names are Mom and Dad.","We are giving the dollars back to the more than eight million real child care experts who are out there , and their names are Mom and Dad .",1,0.444998312623761,0.0784793989335919,0
940,"2015-03-27","2015 03 27 9","https://youtu.be/ABtPJAJn40A","48M 17S","Mme Manon Perreault (Montcalm, Ind.)",1,"IND","7.28"," That being said, is there now a labour policy adapted to the needs of this client group?","Cela dit, est-ce qu'il y a maintenant une politique de travail adaptée aux besoins de cette clientèle?","That being said , is there now a labour policy adapted to the needs of this client group ?",NA,0,0.102712055546097,0
941,"2015-03-24","2015 03 24 0","https://youtu.be/roQojw9slcA","3M 0S","Right Hon. Stephen Harper (Prime Minister, CPC)",0,"CPC","6.41","This group, the so-called Islamic State, represents a direct threat not just to the region.","This group, the so-called Islamic State, represents a direct threat not just to the region.","This group , the so - called Islamic State , represents a direct threat not the region .",-1,0.108874824243342,0.0324527161311435,0.184548997205106
942,"2015-03-24","2015 03 24 1","https://youtu.be/g232zz2Ikps","4M 38S","Right Hon. Stephen Harper (Prime Minister, CPC)",0,"CPC","8.18","I hear no compelling argument on the other side as to why we should completely ignore the very real threat to this country, which Canadians know exists.","I hear no compelling argument on the other side as to why we should completely ignore the very real threat to this country, which Canadians know exists.","I hear (no) not compelling argument on the other side as to why we should completely ignore the very real threat to this country , which Canadians know exists .",-1,-0.451670817904006,-0.407503466981132,-0.98435055029058
943,"2015-03-24","2015 03 24 2","https://youtu.be/L6e747AN2vE","14M 46S","Hon. Steven Blaney (Minister of Public Safety and Emergency Preparedness, CPC)",0,"CPC","10.36","I hope the opposition will listen to the voice of the sister of fallen Warrant Officer Patrice Vincent.","I hope the opposition will listen to the voice of the sister of fallen Warrant Officer Patrice Vincent.","I hope the opposition will listen to the voice of the sister of fallen Warrant Officer Patrice Vincent .",-0.333333333333333,-0.0975026877602952,-0.0226424550681639,-0.464212901249417
944,"2015-03-24","2015 03 24 3","https://youtu.be/4W46Ib403Fw","15M 59S","L'hon. Steven Blaney (ministre de la Sécurité publique et de la Protection civile, PCC)",1,"CPC","10.29","There are several provisions in Bill C-51 regarding review processes and judicial oversight.","Il y a plusieurs dispositions dans le projet de loi C-51, notamment en ce qui concerne les processus de révision et de supervision judiciaire.","There are several provisions in Bill C - 51 regarding review processes and judicial oversight .",-1,-0.171331607385964,-0.204732862857765,-0.273530571817543
945,"2015-03-24","2015 03 24 4","https://youtu.be/MTLBEu35kqI","18M 28S","Hon. Kerry-Lynne D. Findlay (Minister of National Revenue, CPC)",0,"CPC","23.08"," The CRA has taken concrete measures to strengthen privacy management, as recommended by the PC, by implementing a CRA directorate responsible for CRA policy and assessment procedures, a proactive training program to ensure CRA employees are fully informed of their duties to protect the privacy of Canadians and by revising security and privacy related processes."," The CRA has taken concrete measures to strengthen privacy management, as recommended by the PC, by implementing a CRA directorate responsible for CRA policy and assessment procedures, a proactive training program to ensure CRA employees are fully informed of their duties to protect the privacy of Canadians and by revising security and privacy related processes.","The CRA has taken concrete measures to strengthen privacy management , as recommended by the PC , by implementing a CRA directorate responsible for CRA policy and assessment procedures , a proactive training program to ensure CRA employees are fully informed of their duties to protect the privacy of Canadians and by revising security and privacy related processes .",1,0.319068998228525,-0.106239883359307,0.297996900810276
946,"2015-03-24","2015 03 24 5","https://youtu.be/RJaJyixDq2Y","25M 55S","Hon. Pierre Poilievre (Minister of Employment and Social Development and Minister for Democratic Reform, CPC)",1,"CPC","14.51","We on this side of the House are working to reduce taxes, boost training for in-demand jobs and sign free trade agreements that create demand for our Canadian products.","De ce côté-ci de la Chambre, nous travaillons afin de réduire les taxes, d'augmenter la formation pour des métiers en demande et de signer des ententes de libre-échange qui créent la demande de nos produits canadiens.","We on this side of the House are working to (reduce) not taxes , boost training for in - demand jobs and sign free trade agreements that create demand for our Canadian products .",1,0.0902847172110865,0.0173340914913981,0.269090469804505
947,"2015-03-24","2015 03 24 6","https://youtu.be/B5esXsZElcg","30M 18S","Hon. Chris Alexander (Minister of Citizenship and Immigration, CPC)",1,"CPC","8.03","Last year, the number of new Canadian citizens even exceeded the number of new immigrants.","L'année passée, le nombre de nouveaux citoyens au Canada a même dépassé le nombre de nouveaux immigrants.","Last year , the number of new Canadian citizens even exceeded the number of new immigrants .",NA,0.298100371747212,-0.309205581856259,0.190568589170253
948,"2015-03-24","2015 03 24 7","https://youtu.be/WMFe9lfYx5Q","30M 48S","Mr. Andrew Cash (Davenport, NDP)",0,"NDP","7.43","The fact is that Conservatives have repeatedly and systematically made it more difficult for immigrants to become citizens. ","The fact is that Conservatives have repeatedly and systematically made it more difficult for immigrants to become citizens. ","The fact is that Conservatives have repeatedly and systematically made it more difficult for immigrants to become citizens .",-1,-0.0957883555070673,0.0743571790248053,-0.228492053216962
949,"2015-03-24","2015 03 24 8","https://youtu.be/C-pCMe-ZoTQ","34M 59S","Ms. Joyce Murray (Vancouver Quadra, Lib.)",0,"LIB","8.58","In the meantime she has no income, she is about to lose her housing, and she is still not receiving the benefits she is entitled to.","In the meantime she has no income, she is about to lose her housing, and she is still not receiving the benefits she is entitled to.","In the meantime she has (no) not income , she is about to lose her housing , and she is still not receiving the benefits she is entitled to .",0,-0.257944287217109,0.0401643500142113,-0.386416430825664
950,"2015-03-24","2015 03 24 9","https://youtu.be/YW8aESZxBPw","46M 22S","Mr. Scott Andrews (Avalon, Ind.)",0,"IND","9.34","Mr. Speaker, a woman from Newfoundland and Labrador recently had her sealskin purse confiscated by U.S. Customs and Border Protection because seals are on the endangered species list in the United States.","Mr. Speaker, a woman from Newfoundland and Labrador recently had her sealskin purse confiscated by U.S. Customs and Border Protection because seals are on the endangered species list in the United States.","Mr . Speaker , a woman from Newfoundland and Labrador recently had her sealskin purse confiscated by US Customs and Border Protection because seals are on the endangered species list in the United States .",0,0.0245463267695348,-0.0971892078266605,0.101160178631266
951,"2015-03-12","2015 03 12 0","https://youtu.be/k_52LG2babg","16S","Ms. Megan Leslie (Halifax, NDP)",1,"NDP","14.3","Mr. Speaker, the foreign minister of Turkey stated that someone working for an intelligence agency within the coalition against ISIS may have attempted to assist three British schoolgirls in joining that terrorist organization."," Monsieur le Président, le ministre des Affaires étrangères de la Turquie a déclaré qu'un individu travaillant pour une agence de renseignement de la coalition contre le groupe État islamique aurait aidé trois jeunes Britanniques à se joindre à l'organisation terroriste. ","Mr . Speaker , the foreign minister of Turkey stated that someone working for an intelligence agency within the coalition against ISIS may have attempted to assist three British schoolgirls in joining that terrorist organization .",0.2,0.0811220119078993,-0.144856111390849,0
952,"2015-03-12","2015 03 12 1","https://youtu.be/KbD-7xfE37k","11M 27S","Mr. Randall Garrison (Esquimalt—Juan de Fuca, NDP)",0,"NDP","8.1"," Why are the Conservatives refusing to allow the Privacy Commissioner to appear before the committee so all Canadians can hear his concerns?"," Why are the Conservatives refusing to allow the Privacy Commissioner to appear before the committee so all Canadians can hear his concerns?","Why are the Conservatives refusing to allow the Privacy Commissioner to appear before the committee so all Canadians can hear his concerns ?",-1,-0.149392941224071,0.161937798651747,-0.419991834044436
953,"2015-03-12","2015 03 12 2","https://youtu.be/VaL-taaTMxI","16M 23S","Mr. Mathieu Ravignat (Pontiac, NDP)",1,"NDP","7.08","Such things can be overlooked, which is what happened in Markham after the Prime Minister's former chief of staff got involved.","On passe par-dessus, comme cela s'est passé à Markham, après que l'ancien chef de cabinet du premier ministre s'en soit mêlé.","Such things can be overlooked , which is what happened in Markham after the Prime Minister ' s former chief of staff got involved .",-1,-0.0278032384031668,0.0864130088787696,0
954,"2015-03-12","2015 03 12 3","https://youtu.be/njiZhQ3CqAI","19M 35S","Hon. Diane Finley (Minister of Public Works and Government Services, CPC)",0,"CPC","8.03","It is unfortunate that the NDP voted against this program that has benefited virtually all of their constituents.","It is unfortunate that the NDP voted against this program that has benefited virtually all of their constituents.","It is unfortunate that the NDP voted against this program that has benefited virtually all of their constituents .",-0.333333333333333,-0.145754031640443,-0.157345095412416,-0.232606450624709
955,"2015-03-12","2015 03 12 4","https://youtu.be/tmoJjHHUjh4","27M 13S","Hon. Jason Kenney (Minister of National Defence and Minister for Multiculturalism, CPC)",0,"CPC","15.46","The member, and all members, have my assurance that I will review the report closely and work with the Provost Marshal of the Canadian Armed Forces to make whatever changes are necessary to ensure that the totally unacceptable conduct that occurred in this matter does not repeat itself.","The member, and all members, have my assurance that I will review the report closely and work with the Provost Marshal of the Canadian Armed Forces to make whatever changes are necessary to ensure that the totally unacceptable conduct that occurred in this matter does not repeat itself.","The member , and all members , have my assurance that I will review the report closely and work with the Provost Marshal of the Canadian Armed Forces to make whatever changes are necessary to ensure that the totally unacceptable conduct that occurred in this matter does not repeat itself .",0.333333333333333,-0.00690955859549628,0.210436500242366,0.0221944125891708
956,"2015-03-12","2015 03 12 5","https://youtu.be/gArzDpJfHc8","31M 7S","L'hon. Steven Blaney (ministre de la Sécurité publique et de la Protection civile, PCC)",1,"CPC","2.11","  I thank our police forces—","Je remercie nos services policiers...","I thank our police forces—",1,0.0653241173517215,0,0.329342427962029
957,"2015-03-12","2015 03 12 6","https://youtu.be/_fnZ8lJrs6g","34M 17S","Mr. Murray Rankin (Victoria, NDP)",0,"NDP","5.52","When will the government give up its unjustifiable attack on Canadian charities?","When will the government give up its unjustifiable attack on Canadian charities?","When will the government give up its unjustifiable attack on Canadian charities ?",-0.333333333333333,-0.414669101684739,-0.0275064858490566,-0.568317625167642
958,"2015-03-12","2015 03 12 7","https://youtu.be/FHORLr5POOI","35M 8S","Hon. Kerry-Lynne D. Findlay (Minister of National Revenue, CPC)",0,"CPC","9.19","Why is the NDP attempting to score cheap political points at the expense of professional public servants at the CRA?","Why is the NDP attempting to score cheap political points at the expense of professional public servants at the CRA?","Why is the NDP attempting to score cheap political points at the expense of professional public servants at the CRA ?",1,0.0395944704110329,-0.165254685215806,-0.220721171428422
959,"2015-03-12","2015 03 12 8","https://youtu.be/Vulu8VIwzHo","38M 8S","Hon. Scott Brison (Kings—Hants, Lib.)",0,"LIB","6.2","Yet, Alberta's finance minister is set to deliver a budget on March 26.","Yet, Alberta's finance minister is set to deliver a budget on March 26.","Yet , Alberta ' s finance minister is set to deliver a budget on March 26 .",NA,0,0.0978492486669898,0
960,"2015-03-12","2015 03 12 9","https://youtu.be/YKOldA387lg","47M 59S","Ms. Manon Perreault (Montcalm, Ind.)",1,"IND","6.4","With Bill C-51, the government is overlooking key safety issues and sidestepping other serious problems.","  Avec le projet de loi C-51, le gouvernement évite les principaux enjeux de sécurité et contourne d'autres problèmes très sérieux.","With Bill C - 51 , the government is overlooking key safety issues and sidestepping other serious problems .",-0.333333333333333,-0.339282873255625,0.044312300717834,-0.711394033836812
961,"2015-03-09","2015 03 09 0","https://youtu.be/BJqWia4AXhA","7M 11S","Mr. Marc Garneau (Westmount—Ville-Marie, Lib.)",1,"LIB","12.33"," According to the CIBC's analysis, job quality in Canada is the lowest it has been in the 15 years that the bank has been collecting statistics.","  Selon l'analyse effectuée par la CIBC, la qualité des emplois au Canada a atteint son niveau le plus bas depuis les 15 années qu'elle recueille des statistiques.","According to the CIBC ' s analysis , job quality in Canada is the lowest it has been in the 15 years that the bank has been collecting statistics .",1,0.0297666197982246,0.143585646461184,0.147839197764085
962,"2015-03-09","2015 03 09 1","https://youtu.be/kdCC8xaDog8","7M 14S","Mr. Marc Garneau (Westmount—Ville-Marie, Lib.)",1,"LIB","5.52"," What is the government doing to respond to the deterioration of job quality?"," Que fait le gouvernement pour répondre à la détérioration de la qualité des emplois?","What is the government doing to respond to the deterioration of job quality ?",0,0,-0.0137333039286103,0
963,"2015-03-09","2015 03 09 2","https://youtu.be/8rmn6fdOc9c","13M 21S","Mr. Charlie Angus (Timmins—James Bay, NDP)",0,"NDP","10.21","Let us stick on the issue here, because not only are Conservative insiders being subpoenaed, but last week we learned that a number of key Conservative MPs have been called to testify.","Let us stick on the issue here, because not only are Conservative insiders being subpoenaed, but last week we learned that a number of key Conservative MPs have been called to testify.","Let us stick on the issue here , because not only are Conservative insiders being subpoenaed , but last week we learned that a number of key Conservative MPs have been called to testify .",1,-0.442499796503351,-0.616186785312558,-0.530799755804021
964,"2015-03-09","2015 03 09 3","https://youtu.be/mHpLmOYHHdQ","16M 22S","Hon. Pierre Poilievre (Minister of Employment and Social Development and Minister for Democratic Reform, CPC)",1,"CPC","8.45","We have limited the percentage of foreign workers in a given workplace.","Nous avons d'ailleurs limité le pourcentage de travailleurs étrangers dans un lieu de travail donné.","We have limited the percentage of foreign workers in a given workplace .",-1,-0.237382343819851,-0.266064858490566,-0.284658812583821
965,"2015-03-09","2015 03 09 4","https://youtu.be/JHeH7J2VpdE","17M 49S","Ms. Irene Mathyssen (London—Fanshawe, NDP)",0,"NDP","6.47"," Mr. Speaker, while eating breakfast before heading to work, a Timmins father found a note from workers who are now out of work. "," Mr. Speaker, while eating breakfast before heading to work, a Timmins father found a note from workers who are now out of work. ","Mr . Speaker , while eating breakfast before heading to work , a Timmins father found a note from workers who are now out of work .",NA,0.112287633336375,0.0518984751690461,0.168078727673204
966,"2015-03-09","2015 03 09 5","https://youtu.be/chKdEOtTvdU","28M 2S","Ms. Roxanne James (Parliamentary Secretary to the Minister of Public Safety and Emergency Preparedness, CPC)",0,"CPC","12.33","When we talk about activities that would warrant information sharing, I am just going to list a few: espionage, sabotage, covert foreign influence activities and terrorism.","When we talk about activities that would warrant information sharing, I am just going to list a few: espionage, sabotage, covert foreign influence activities and terrorism.","When we talk about activities that would warrant information sharing , I am just going to list a few : espionage , sabotage , covert foreign influence activities and terrorism .",-1,-0.249914778241575,0.0223837351077594,-0.386416430825664
967,"2015-03-09","2015 03 09 6","https://youtu.be/pv41LpphRww","30M 17S","Hon. Jason Kenney (Minister of National Defence and Minister for Multiculturalism, CPC)",0,"CPC","4.36","These dangerous narcotics would have otherwise landed on our streets and in our communities.","These dangerous narcotics would have otherwise landed on our streets and in our communities.","These dangerous narcotics would have otherwise landed on our streets and in our communities .",-1,-0.340213663966634,-0.0255402373733933,-0.539364911843819
968,"2015-03-09","2015 03 09 7","https://youtu.be/S652f-tO5F0","36M 58S","Hon. Shelly Glover (Minister of Canadian Heritage and Official Languages, CPC)",0,"CPC","11.1","Mr. Speaker, I find the question somewhat surprising from that member, who used to be a Liberal minister during the nineties when they cut almost $400 million from CBC.","Mr. Speaker, I find the question somewhat surprising from that member, who used to be a Liberal minister during the nineties when they cut almost $400 million from CBC.","Mr . Speaker , I find the question somewhat surprising from that member , who used to be a Liberal minister during the nineties when they cut almost $400 million from CBC .",NA,-0.00873742845361102,0.0580624445306391,0
969,"2015-03-09","2015 03 09 8","https://youtu.be/TQD-mVL6ukM","38M 13S","Mr. François Lapointe (Montmagny—L'Islet—Kamouraska—Rivière-du-Loup, NDP)",1,"NDP","7.22","Will he at least commit to using all the money voted by Parliament for that purpose this year?","Va-t-il au moins s'engager cette année à utiliser toutes les sommes votées par le Parlement à cet effet?","Will he at least commit to using all the money voted by Parliament for that purpose this year ?",NA,0.0755839304141793,-0.0875698202726555,0
970,"2015-03-09","2015 03 09 9","https://youtu.be/1AOryVNuSVo","42M 26S","Hon. Rob Nicholson (Minister of Foreign Affairs, CPC)",0,"CPC","9.33","Canada encourages the governments of the Dominican Republic and Haiti to work together in good faith to resolve these issues as quickly as possible in a non-violent manner.","Canada encourages the governments of the Dominican Republic and Haiti to work together in good faith to resolve these issues as quickly as possible in a non-violent manner.","Canada encourages the governments of the Dominican Republic and Haiti to work together in good faith to resolve these issues as quickly as possible in a (non) not - violent manner .",0.6,0.471080792864496,-0.18855837583961,0.546347089728974
971,"2015-02-25","2015 02 25 0","https://youtu.be/nwRKEq03qwA","7M 55S","Mr. Robert Goguen (Parliamentary Secretary to the Minister of Justice, CPC)",1,"CPC","13.28","Canadians have diverse viewpoints on this, and our plan is to engage all Canadians in a consultation process that will take into consideration the diverse viewpoints of all Canadians in order to reach a conclusion that is acceptable to everyone.","Les points de vue sont très divers chez les Canadiens, et notre plan est d'engager tous les Canadiens dans une consultation qui prendra en considération les divers points de vue de tous les Canadiens pour en arriver à des concessions acceptables pour tous.","Canadians have diverse viewpoints on this , and our plan is to engage all Canadians in a consultation process that will take into consideration the diverse viewpoints of all Canadians in order to reach a conclusion that is acceptable to everyone .",1,0.101064843061131,0.266232590861687,0
972,"2015-02-25","2015 02 25 1","https://youtu.be/hVwR9uToiCA","8M 4S","Mr. Justin Trudeau (Papineau, Lib.)",0,"LIB","8.31","With President Obama's veto of the Keystone XL pipeline, the Prime Minister has not fulfilled that responsibility.","With President Obama's veto of the Keystone XL pipeline, the Prime Minister has not fulfilled that responsibility.","With President Obama ' s veto of the Keystone XL pipeline , the Prime Minister has not fulfilled that responsibility .",0.666666666666667,-0.0705103125360278,0.0552464296245849,0
973,"2015-02-25","2015 02 25 2","https://youtu.be/izy3ZifeoN0","13M 21S","Mr. Randall Garrison (Esquimalt—Juan de Fuca, NDP)",0,"NDP","10.08","Open-ended surveillance and maintenance of these records is concerning for Canadians, especially given the weak oversight of security agencies like the Communications Security Establishment.","Open-ended surveillance and maintenance of these records is concerning for Canadians, especially given the weak oversight of security agencies like the Communications Security Establishment.","Open - ended surveillance and maintenance of these records is concerning for Canadians , especially given the weak oversight of security agencies like the Communications Security Establishment .",0,-0.213901639344262,0.111713560781625,-0.354744262295082
974,"2015-02-25","2015 02 25 3","https://youtu.be/QWO3ZITa9JU","16M 3S","Hon. Steven Blaney (Minister of Public Safety and Emergency Preparedness, CPC)",1,"CPC","15.33","It is important to remember the measures that we have introduced, such as the legislation to combat terrorism, revoke passports and revoke the dual citizenship of individuals found guilty of terrorism, as well as Bill C-51, which is before us now.","Il est important de rappeler les mesures que nous avons mis en avant, comme la loi pour combattre le terrorisme, la révocation des passeports, la révocation de la double citoyenneté pour les personnes reconnues coupables de terrorisme, ainsi que le projet de loi C-51devant nous.","It is important to remember the measures that we have introduced , such as the legislation to combat terrorism , revoke passports and revoke the dual citizenship of individuals found guilty of terrorism , as xwell as Bill C - 51 , which is before us now .",-1,-0.192824903434489,-0.239672068833016,-0.461379768242773
975,"2015-02-25","2015 02 25 4","https://youtu.be/UsP-7LC3Lvg","20M 31S","Mr. Nathan Cullen (Skeena—Bulkley Valley, NDP)",0,"NDP","15.33"," How can Conservative priorities be so out of whack and offline with what Canadians actually need and deserve?"," How can Conservative priorities be so out of whack and offline with what Canadians actually need and deserve?","How can Conservative priorities be so out of whack and offline with what Canadians actually need and deserve ?",0,-0.145754031640443,-0.0226424550681639,-0.232606450624709
976,"2015-02-25","2015 02 25 5","https://youtu.be/Clx2GZN_6pM","20M 57S","Hon. Tony Clement (President of the Treasury Board, CPC)",0,"CPC","5.11","Every year, we table a budget which is good news for Canadians and every year the opposition votes against it.","Every year, we table a budget which is good news for Canadians and every year the opposition votes against it.","Every year , we table a budget which is good news for Canadians and every year the opposition votes against it .",-0.333333333333333,0.0331620586758608,-0.19605243869377,0
977,"2015-02-25","2015 02 25 6","https://youtu.be/7wAJPC7Hw68","31M 48S","Hon. K. Kellie Leitch (Minister of Labour and Minister of Status of Women, CPC)",0,"CPC","5.03","Mr. Speaker, as I said yesterday in the House, the Government of Canada will have a representative at the round table.","Mr. Speaker, as I said yesterday in the House, the Government of Canada will have a representative at the round table.","Mr . Speaker , as I said yesterday in the House , the Government of Canada will have a representative at the round table .",NA,-0.0903441280105559,-0.201370199105304,0
978,"2015-02-25","2015 02 25 7","https://youtu.be/REseS-94Q4M","32M 11S","Hon. K. Kellie Leitch (Minister of Labour and Minister of Status of Women, CPC)",0,"CPC","1.44","That is what families are looking for.","That is what families are looking for.","That is what families are looking for .",NA,0,0.0644027161451545,0
979,"2015-02-25","2015 02 25 8","https://youtu.be/-YIfF-IOQWg","40M 21S","Hon. Kerry-Lynne D. Findlay (Minister of National Revenue, CPC)",0,"CPC","13.01","The CRA has an excellent record of combatting international tax evasion through over 8,600 cases identifying over $5.6 billion in additional taxes.","The CRA has an excellent record of combatting international tax evasion through over 8,600 cases identifying over $5.6 billion in additional taxes.","The CRA has an excellent record of combatting international tax evasion through over 8 , 600 cases identifying over $5 . 6 billion in additional taxes .",1,0.0974861760275823,0.351089158701289,0
980,"2015-02-25","2015 02 25 9","https://youtu.be/0Gq7HA5TNsU","48M 8S","Hon. Lisa Raitt (Minister of Transport, CPC)",0,"CPC","12.53","Mr. Speaker, I appreciate the question, because it allows me to talk about the Canada Transportation Act review, which this government has embarked on early in order to deal with issues outstanding with respect to the transportation of grain in the country. ","Mr. Speaker, I appreciate the question, because it allows me to talk about the Canada Transportation Act review, which this government has embarked on early in order to deal with issues outstanding with respect to the transportation of grain in the country. ","Mr . Speaker , I appreciate the question , because it allows me to talk about the Canada Transportation Act review , which this government has embarked on early in order to deal with issues outstanding with respect to the transportation of grain in the country .",1,0.0445993251980956,0.287728821877598,0.124640408764848
981,"2015-02-20","2015 02 20 0","https://youtu.be/MSjav2gJG-o","4M 50S","Ms. Roxanne James (Parliamentary Secretary to the Minister of Public Safety and Emergency Preparedness, CPC)",0,"CPC","1.58","That member's remark was absolutely false.","That member's remark was absolutely false.","That member ' s remark was absolutely false .",-1,-0.362038725858419,-0.450829981343036,-0.723077451716838
982,"2015-02-20","2015 02 20 1","https://youtu.be/IfBRXHumOIA","4M 57S","Mme Sadia Groguhé (Saint-Lambert, NPD)",1,"NDP","6.13","Mr. Speaker, child pornography investigations are not the only thing suffering as a result of the Conservatives' surreptitious cuts."," Monsieur le Président, il n'y a pas que les enquêtes sur la pornographie juvénile qui font les frais des compressions sournoises des conservateurs.","Mr . Speaker , child pornography investigations are not only thing suffering as a result of the Conservatives ' surreptitious cuts .",-1,0.0471966063438959,0.03948398908506,0.0346872223160121
983,"2015-02-20","2015 02 20 2","https://youtu.be/h4Wau0VncSE","6M 58S","Mr. Andrew Saxton (Parliamentary Secretary to the Minister of Finance, CPC)",0,"CPC","8.11","While we are focused on creating jobs, the Liberal leader has the old Liberal high-tax, high-debt agenda that would threaten jobs and set working families back.","While we are focused on creating jobs, the Liberal leader has the old Liberal high-tax, high-debt agenda that would threaten jobs and set working families back.","While we are focused on creating jobs , the Liberal leader has the old Liberal high - tax , high - debt agenda that would threaten jobs and set working families back .",-0.333333333333333,-0.256335138969164,0.728863181346374,-0.669513818391993
984,"2015-02-20","2015 02 20 3","https://youtu.be/55a5xuD4aGA","16M 35S","Ms. Roxanne James (Parliamentary Secretary to the Minister of Public Safety and Emergency Preparedness, CPC)",0,"CPC","4.57","This is a normal practice, and I wish the opposition would stop playing political games with such an important issue.","This is a normal practice, and I wish the opposition would stop playing political games with such an important issue.","This is a normal practice , and I wish the opposition would stop playing political games with such an important issue .",0,-0.504527684523467,-0.103659178259879,-0.660163514285266
985,"2015-02-20","2015 02 20 4","https://youtu.be/b45M7Yh1nhc","23M 45S","Ms. Roxanne James (Parliamentary Secretary to the Minister of Public Safety and Emergency Preparedness, CPC)",0,"CPC","3.55","The Liberal member knows full well—","The Liberal member knows full well—","The Liberal member knows full well—",1,0.188902773680786,0.743681840910447,0.300734257301364
986,"2015-02-20","2015 02 20 5","https://youtu.be/_D6_dJXIB8k","30M 18S","Mrs. Carol Hughes (Algoma—Manitoulin—Kapuskasing, NDP)",0,"NDP","7.36","These communities experience major response time delays that can have devastating and tragic impacts.","These communities experience major response time delays that can have devastating and tragic impacts.","These communities experience major response time delays that can have devastating and tragic impacts .",-1,-0.416810297765551,0.0906649810637692,-0.78885109050315
987,"2015-02-20","2015 02 20 6","https://youtu.be/rMjRMv0iGqo","30M 31S","Mrs. Carol Hughes (Algoma—Manitoulin—Kapuskasing, NDP)",0,"NDP","11.51"," Will the minister recognize this crisis and work with these communities so they get the protection they need and deserve, or will the government continue to turn a blind eye and continue to put people at risk?"," Will the minister recognize this crisis and work with these communities so they get the protection they need and deserve, or will the government continue to turn a blind eye and continue to put people at risk?","Will the minister recognize this crisis and work with these communities so they get the protection they need and deserve , or will the government continue to turn a blind eye and continue to put people at risk ?",-0.2,-0.0885020347596178,-0.305925176953142,-0.162542218017756
988,"2015-02-20","2015 02 20 7","https://youtu.be/gv-ucjbGZZA","31M 22S","Mr. John Williamson (New Brunswick Southwest, CPC)",0,"CPC","7.01"," Mr. Speaker, Canada's natural resource sector supports an impressive 1.8 million good paying jobs."," Mr. Speaker, Canada's natural resource sector supports an impressive 1.8 million good paying jobs.","Mr . Speaker , Canada ' s natural resource sector supports an impressive 1 . 8 million good paying jobs .",1,0.415878090817106,0.268518026416347,0.611887988599698
989,"2015-02-20","2015 02 20 8","https://youtu.be/lpcECXsS4RU","32M 55S","Mr. John Williamson (New Brunswick Southwest, CPC)",0,"CPC","4.5","Could the minister share with the House what we are doing to provide benefits for working Canadians?","Could the minister share with the House what we are doing to provide benefits for working Canadians?","Could the minister share with the House what we are doing to provide benefits for working Canadians ?",1,0.356823435760193,0.163739288873755,0.17906868304773
